seqnames	start	end	width	strand	closest_gene	strand_gene	collision	reassigned	reassigned.to	CD13_BM_01	CD13_BM_03	CD13_BM_06	CD13_BM_12	CD13_BM_18	CD13_BM_24	CD13_BM_30	CD13_BM_36	CD14_PB_01	CD14_PB_03	CD14_PB_06	CD14_PB_09	CD14_PB_12	CD14_PB_18	CD14_PB_24	CD14_PB_30	CD14_PB_36	CD15_BM_01	CD15_BM_03	CD15_BM_06	CD15_BM_12	CD15_BM_18	CD15_BM_24	CD15_BM_30	CD15_BM_36	CD15_PB_01	CD15_PB_03	CD15_PB_06	CD15_PB_09	CD15_PB_18	CD15_PB_30	CD15_PB_36	CD19_BM_01	CD19_BM_03	CD19_BM_06	CD19_BM_12	CD19_BM_18	CD19_BM_24	CD19_BM_30	CD19_BM_36	CD19_PB_01	CD19_PB_03	CD19_PB_06	CD19_PB_09	CD19_PB_12	CD19_PB_24	CD19_PB_30	CD19_PB_36	CD34_BM_00	CD34_BM_01	CD34_BM_03	CD34_BM_06	CD34_BM_12	CD34_BM_18	CD34_BM_24	CD34_BM_30	CD34_BM_36	CD3_BM_01	CD3_BM_03	CD3_BM_06	CD3_BM_12	CD3_BM_18	CD3_BM_24	CD3_BM_30	CD3_BM_36	CD3_PB_01	CD3_PB_03	CD3_PB_06	CD3_PB_09	CD3_PB_12	CD3_PB_18	CD3_PB_24	CD3_PB_30	CD3_PB_36	CD56_BM_01	CD56_BM_03	CD56_BM_06	CD56_BM_12	CD56_BM_18	CD56_BM_24	CD56_BM_30	CD56_BM_36	CD56_PB_01	CD56_PB_03	CD56_PB_06	CD56_PB_09	CD56_PB_12	CD56_PB_18	CD56_PB_24	CD56_PB_30	CD56_PB_36	CD61_BM_01	CD61_BM_03	CD61_BM_06	CD61_BM_12	CD61_BM_30	CFC_BM_00	CFC_BM_03	CFC_BM_12	CFC_BM_18	CFC_BM_24	CFC_BM_30	CFC_PB_12	CFC_PB_18	CFC_PB_24	CFC_PB_30	GLY_BM_01	GLY_BM_03	GLY_BM_06	GLY_BM_12	GLY_BM_18	GLY_BM_30	GLY_BM_36	MNC_BM_01	MNC_BM_03	MNC_BM_06	MNC_BM_12	MNC_BM_18	MNC_BM_24	MNC_BM_30	MNC_BM_36	MNC_PB_01	MNC_PB_03	MNC_PB_06	MNC_PB_09	MNC_PB_12	MNC_PB_18	MNC_PB_24	MNC_PB_30	MNC_PB_36	WHOLE.BM_BM_01	WHOLE.BM_BM_03	WHOLE.BM_BM_06	WHOLE.BM_BM_12	WHOLE.BM_BM_18	WHOLE.BM_BM_24	WHOLE.BM_BM_30	WHOLE.BM_BM_36	WHOLE.PB_PB_01	WHOLE.PB_PB_03	WHOLE.PB_PB_06	WHOLE.PB_PB_09	WHOLE.PB_PB_12	WHOLE.PB_PB_18	WHOLE.PB_PB_24	WHOLE.PB_PB_30	WHOLE.PB_PB_36
chr4	2562288	2562288	1	+	RNF4	+	FALSE	FALSE																														153																																																																																																								2														
chr4	2608208	2608208	1	-	FAM193A	+	FALSE	FALSE																																																																																						5																																																														
chr4	2619853	2619853	1	+	FAM193A	+	FALSE	FALSE																																																																													6																																																																							
chr4	2668136	2668136	1	-	FAM193A	+	FALSE	FALSE																																																																																																																																																		5499		
chr4	2675448	2675448	1	-	FAM193A	+	FALSE	FALSE																																	1112																																																																																																																			
chr4	2705763	2705763	1	+	FAM193A	+	FALSE	FALSE																																																																																																																																										48										
chr4	2711430	2711430	1	-	FAM193A	+	FALSE	FALSE																																																																																																		1																																																		
chr4	2725394	2725394	1	+	FAM193A	+	FALSE	FALSE																																																																																																											537																																									
chr4	2730538	2730538	1	+	FAM193A	+	FALSE	FALSE																																																																																																																																									214											
chr4	2785605	2785605	1	-	SH3BP2	+	FALSE	FALSE																																														1																																																																																																						
chr4	2804718	2804718	1	+	SH3BP2	+	FALSE	FALSE																																						1																																		1																												1502	1			10																																												
chr4	2862788	2862788	1	+	ADD1	+	FALSE	FALSE																																			17																																																																																																																	
chr4	2866807	2866807	1	-	ADD1	+	FALSE	FALSE																																																																																																							550																																													
chr4	2871715	2871715	1	-	ADD1	+	FALSE	FALSE																																																										243																																																																																1222							1			
chr4	2873894	2873894	1	+	ADD1	+	FALSE	FALSE																																								891								13																																																																																																				
chr4	2876010	2876010	1	-	ADD1	+	FALSE	FALSE																																																																																																																																														3						
chr4	2880559	2880559	1	+	ADD1	+	FALSE	FALSE																																																																																																											556																																									
chr4	2882182	2882182	1	-	ADD1	+	FALSE	FALSE							223																																																																																																																																												1256	
chr4	2883178	2883178	1	+	ADD1	+	FALSE	FALSE																		970																																																																																																																																		
chr4	2903139	2903139	1	-	ADD1	+	FALSE	FALSE			1																																																														2035																																																																																			
chr4	3002179	3002179	1	+	GRK4	+	FALSE	FALSE																																												1																														2055																																																																										
chr4	3055940	3055940	1	+	HTT-AS	-	FALSE	FALSE																																																																																																																																		1																		
chr4	3090452	3090452	1	-	HTT	+	FALSE	FALSE																																																			20																																																																																																	
chr4	3092209	3092209	1	+	HTT	+	FALSE	FALSE																																																																	793																																																																																			
chr4	3097619	3097619	1	+	HTT	+	FALSE	FALSE																																																	69																																																																																																			
chr4	3109600	3109600	1	-	HTT	+	FALSE	FALSE																																																																																																											1241																																									
chr4	3112106	3112106	1	-	HTT	+	FALSE	FALSE										7																																																																																																																																										
chr4	3112738	3112738	1	-	HTT	+	FALSE	FALSE																																																																																		2781																																																																		
chr4	3120146	3120146	1	+	HTT	+	FALSE	FALSE																																																																2793												17																																																																								
chr4	3120243	3120243	1	-	HTT	+	FALSE	FALSE															33																																																																																																																																					
chr4	3122586	3122586	1	+	HTT	+	FALSE	FALSE																																																										19																																																																																										
chr4	3126178	3126178	1	-	HTT	+	FALSE	FALSE																													3																																																																																																																							
chr4	3126230	3126230	1	+	HTT	+	FALSE	FALSE								1323	271																																																1961																																														336																																													
chr4	3130135	3130135	1	-	HTT	+	FALSE	FALSE																																																																																																																	785																																			
chr4	3134620	3134620	1	+	HTT	+	FALSE	FALSE																			1																																																																																																																																	
chr4	3139881	3139881	1	+	HTT	+	FALSE	FALSE																								2																																																																																																																												
chr4	3143292	3143292	1	-	HTT	+	FALSE	FALSE																																																									2953																																																																																											
chr4	3144492	3144492	1	+	HTT	+	FALSE	FALSE																																																																																																																																									25811											
chr4	3144742	3144742	1	+	HTT	+	FALSE	FALSE																																																																																																										2																																								1757		
chr4	3145989	3145989	1	-	HTT	+	FALSE	FALSE								6																																																																																																																																		58										
chr4	3146657	3146657	1	+	HTT	+	FALSE	FALSE																																																																																																																25																																				
chr4	3170280	3170280	1	+	HTT	+	FALSE	FALSE																																																																																					8																																																															
chr4	3178683	3178683	1	+	HTT	+	FALSE	FALSE																																																				8																																																																																																
chr4	3349820	3349820	1	-	RGS12	+	FALSE	FALSE																																								145																																																																																																												
chr4	3352849	3352849	1	-	RGS12	+	FALSE	FALSE																																																																																																				328				3																		260																										
chr4	3381836	3381836	1	-	RGS12	+	FALSE	FALSE																																																																															1																																																								7													
chr4	3472509	3472509	1	-	DOK7	+	FALSE	FALSE																	1155																											6																																																																																																								
chr4	4555422	4555422	1	+	STX18-AS1	+	FALSE	FALSE																																																				3																																																									21																																1							
chr4	4932677	4932677	1	-	LOC101928306	+	FALSE	FALSE																																																																																																																		5176																																		
chr4	5061677	5061677	1	+	STK32B	+	FALSE	FALSE																																																																																																				95																																																
chr4	5151476	5151476	1	+	STK32B	+	FALSE	FALSE																																																																																																																								11																												
chr4	6708887	6708887	1	+	MRFAP1L1	-	FALSE	FALSE														1											223											1																																											302																					769				8																		30																										
chr4	6789550	6789550	1	-	KIAA0232	+	FALSE	FALSE																																																																																																																																																	4			
chr4	6797960	6797960	1	-	KIAA0232	+	FALSE	FALSE																									1383																																																																																																																											
chr4	6803969	6803969	1	-	KIAA0232	+	FALSE	FALSE										18																																																																																																																																										
chr4	6805318	6805318	1	+	KIAA0232	+	FALSE	FALSE										1																																																																																																																																										
chr4	6843295	6843295	1	+	KIAA0232	+	FALSE	FALSE																										1654																																																																																																																										
chr4	6854237	6854237	1	-	KIAA0232	+	FALSE	FALSE																																																																																																																																																		6827		
chr4	7025889	7025889	1	+	TBC1D14	+	FALSE	FALSE																																																																																																	1																																																			
chr4	7066428	7066428	1	-	GRPEL1	-	FALSE	FALSE																																																																																																																										1																										
chr4	9190955	9190955	1	+	USP17L10	+	FALSE	FALSE																									17																																																																																																																											
chr4	9438940	9438940	1	+	DEFB131	+	FALSE	FALSE																																																																																		1																																																																		
chr4	10068534	10068534	1	-	WDR1	-	FALSE	FALSE																																								1																																																																																																												
chr4	10997768	10997768	1	-	CLNK	-	FALSE	FALSE								1																																																																																																																																												
chr4	13897399	13897399	1	-	LINC01182	+	FALSE	FALSE																																																																																																																																						6														
chr4	15023810	15023810	1	-	LOC101929095	-	FALSE	FALSE																																																																																																																																													2							
chr4	15025824	15025824	1	-	LOC101929095	-	FALSE	FALSE																																																																																																																																															26					
chr4	15034018	15034018	1	-	CPEB2	+	FALSE	FALSE																			4																																																																																																																																	
chr4	15069787	15069787	1	-	CPEB2	+	FALSE	FALSE																													1																																																																																																																							
chr4	16180006	16180006	1	+	TAPT1	-	FALSE	FALSE				1																									16																																																																																																																							
chr4	16195291	16195291	1	-	TAPT1	-	FALSE	FALSE																																																																																																																				1																																
chr4	16209202	16209202	1	-	TAPT1	-	FALSE	FALSE																																																																																																		3																																																		
chr4	16234456	16234456	1	+	TAPT1-AS1	+	FALSE	FALSE																																																				24																							18																																																																									
chr4	16262156	16262156	1	-	TAPT1-AS1	+	FALSE	FALSE																																																		2																																																																																																		
chr4	17332730	17332730	1	+	LOC101929123	-	FALSE	FALSE																																																															2																																																																																					
chr4	17947265	17947265	1	+	LCORL	-	FALSE	FALSE																			33																																																																																																																																	
chr4	17968979	17968979	1	+	LCORL	-	FALSE	FALSE																																																																																		1																																																																		
chr4	18046189	18046189	1	-	LCORL	-	FALSE	FALSE																																																																																																						1818																																														
chr4	20169718	20169718	1	-	SLIT2	+	FALSE	FALSE																																																																																																							1																																													
chr4	20709085	20709085	1	-	PACRGL	+	FALSE	FALSE																																150																																																																																																																				
chr4	22240357	22240357	1	-	LOC100505912	-	FALSE	FALSE																			2																																																																																																																																	
chr4	22414313	22414313	1	-	GPR125	-	FALSE	FALSE																																	626																107																																																																																																			
chr4	22477877	22477877	1	+	GPR125	-	FALSE	FALSE																																																																																																		15																																																		
chr4	23012640	23012640	1	-	MIR548AJ2	-	FALSE	FALSE																				1																																																																																																																																
chr4	23157309	23157309	1	-	MIR548AJ2	-	FALSE	FALSE																																																																																																																																																			1	
chr4	25085293	25085293	1	-	SEPSECS	-	FALSE	FALSE																																																																																																																									1																											
chr4	26690256	26690256	1	+	TBC1D19	+	FALSE	FALSE																								287																																																																																																																												
chr4	26883362	26883362	1	-	STIM2	+	FALSE	FALSE																																																																												1																																																																								
chr4	28641049	28641049	1	+	MIR4275	+	FALSE	FALSE																																																									1																																																																																											
chr4	30738039	30738039	1	+	PCDH7	+	FALSE	FALSE																																																																																																				1	110																																															
chr4	31030415	31030415	1	+	PCDH7	+	FALSE	FALSE																																																																																																																											3																									
chr4	32096566	32096566	1	-	LOC102723828	+	FALSE	FALSE																																									54																																																																									19																																		
chr4	32753117	32753117	1	+	LOC102723828	+	FALSE	FALSE																																																																																																																								1241																												
chr4	32828103	32828103	1	-	LOC102723828	+	FALSE	FALSE																																																																																																																																		2																		
chr4	33019096	33019096	1	+	LOC102723828	+	FALSE	FALSE																																																	59																																																																																																			
chr4	35802729	35802729	1	-	ARAP2	-	FALSE	FALSE																						9																																																																																																																														
chr4	35893313	35893313	1	-	ARAP2	-	FALSE	FALSE																																																																																																																																																		159		
chr4	36060628	36060628	1	-	ARAP2	-	FALSE	FALSE								1																																																																																																																																												
chr4	36221632	36221632	1	-	ARAP2	-	FALSE	FALSE																																																																		775																																																																																		
chr4	36908366	36908366	1	+	MIR4801	-	FALSE	FALSE																																																				2																																																																																																
chr4	38860156	38860156	1	-	TLR6	-	FALSE	FALSE																										2																																																																																																																										
chr4	39070383	39070383	1	-	KLHL5	+	FALSE	FALSE																																																				3																																																																																																
chr4	39335525	39335525	1	-	RFC1	-	FALSE	FALSE																																																																													1																																																																							
chr4	39738131	39738131	1	-	UBE2K	+	FALSE	FALSE																																																	192																																																																																										48									
chr4	39768938	39768938	1	+	UBE2K	+	FALSE	FALSE																																																																																																																																																	1			
chr4	39915678	39915678	1	-	PDS5A	-	FALSE	FALSE																																																																																																																																									2696											
chr4	39919180	39919180	1	+	PDS5A	-	FALSE	FALSE																										8																																																																																																																										
chr4	40100827	40100827	1	-	N4BP2	+	FALSE	FALSE																																																																																																																										1																										
chr4	40212795	40212795	1	-	RHOH	+	FALSE	FALSE																						13																751																																																														1				4																																												
chr4	40220265	40220265	1	+	RHOH	+	FALSE	FALSE				14																																																																																																		768																																														
chr4	40281793	40281793	1	+	LOC101060498	+	FALSE	FALSE																																																															23																																																																																					
chr4	42013444	42013444	1	+	SLC30A9	+	FALSE	FALSE																																																		16																																																																																																		
chr4	42017926	42017926	1	-	SLC30A9	+	FALSE	FALSE																																																																																																																											3																									
chr4	42113879	42113879	1	+	BEND4	-	FALSE	FALSE																																																																																																		7																																																		
chr4	42424751	42424751	1	-	ATP8A1	-	FALSE	FALSE																																																		43																																																																																																		
chr4	42540296	42540296	1	-	ATP8A1	-	FALSE	FALSE																																																																																																																																										1										
chr4	45212498	45212498	1	-	GNPDA2	-	FALSE	FALSE																																								1																																																																																																												
chr4	45296862	45296862	1	+	GNPDA2	-	FALSE	FALSE																									3																																																																																																																											
chr4	45787074	45787074	1	+	GABRG1	-	FALSE	FALSE																																																																																																																																																	23			
chr4	47422081	47422081	1	-	GABRB1	+	FALSE	FALSE																																																																																																																																																		2		
chr4	47459050	47459050	1	-	COMMD8	-	FALSE	FALSE																																																																												4																																																																								
chr4	47496806	47496806	1	+	ATP10D	+	FALSE	FALSE																					1																													52																																																																																																		
chr4	47579187	47579187	1	+	ATP10D	+	FALSE	FALSE																2																																																																																																																																				
chr4	48106969	48106969	1	-	TXK	-	FALSE	FALSE																																																		115																																																											1																																							
chr4	48222711	48222711	1	+	TEC	-	FALSE	FALSE																			2																																																																																																																																	
chr4	48376862	48376862	1	-	SLAIN2	+	FALSE	FALSE																																								926																																																																																																												
chr4	48397916	48397916	1	+	SLAIN2	+	FALSE	FALSE																																																																																																																											5																									
chr4	48427498	48427498	1	-	SLAIN2	+	FALSE	FALSE																																																																																																																																													1							
chr4	48559891	48559891	1	-	FRYL	-	FALSE	FALSE																																							3																																																																																																													
chr4	48569593	48569593	1	+	FRYL	-	FALSE	FALSE																															1	1240																																								1																																															2891																	1		993										
chr4	48596836	48596836	1	+	FRYL	-	FALSE	FALSE																																																																																																										2885																256																										
chr4	48612090	48612090	1	+	FRYL	-	FALSE	FALSE																																																																													18																																																																							
chr4	48639154	48639154	1	+	FRYL	-	FALSE	FALSE																																								1																	2615																																																																																										7745	
chr4	48646642	48646642	1	+	FRYL	-	FALSE	FALSE																																																																																																																										411																										
chr4	52896057	52896057	1	+	SGCB	-	FALSE	FALSE																																	17																																																																																																																			
chr4	54302885	54302885	1	+	FIP1L1	+	FALSE	FALSE																																																																																																																											1																									
chr4	54306015	54306015	1	+	FIP1L1	+	FALSE	FALSE																			4																																																																																																																																	
chr4	54880269	54880269	1	+	CHIC2	-	FALSE	FALSE																																																																																																																											1																									
chr4	54880971	54880971	1	-	CHIC2	-	FALSE	FALSE																																																																	824																																																																																			
chr4	56731804	56731804	1	-	EXOC1	+	FALSE	FALSE									1000									463						214																																																																																																		1																										
chr4	56784166	56784166	1	+	EXOC1	+	FALSE	FALSE																																																																																																																								871																												
chr4	57274198	57274198	1	-	PPAT	-	FALSE	FALSE			44																																33																	35																									49																	1																						25																	4															
chr4	57871041	57871041	1	-	POLR2B	+	FALSE	FALSE																																																															1																																																																																					
chr4	57871699	57871699	1	-	POLR2B	+	FALSE	FALSE																																			18																																																																																																																	
chr4	57950619	57950619	1	+	IGFBP7-AS1	+	FALSE	FALSE																																						13																																																																																																														
chr4	60683610	60683610	1	+	MIR548AG1	+	FALSE	FALSE																																																																																																		3																																																		
chr4	60887656	60887656	1	-	MIR548AG1	+	FALSE	FALSE							43																																																																																																																																													
chr4	61731920	61731920	1	+	MIR548AG1	+	FALSE	FALSE																																							6																																																																																																													
chr4	61732141	61732141	1	-	MIR548AG1	+	FALSE	FALSE																	1	871							1314																						1099																																																		7																																																			
chr4	62370348	62370348	1	-	LPHN3	+	FALSE	FALSE																									1902																																																																																																																											
chr4	63752388	63752388	1	-	LPHN3-AS1	-	FALSE	FALSE			1																																																																																																																																																	
chr4	65792635	65792635	1	-	LOC401134	-	FALSE	FALSE																			2																																																																																																																																	
chr4	68068098	68068098	1	-	LOC101927237	-	FALSE	FALSE																																																																												37																																																																								
chr4	68435538	68435538	1	+	STAP1	+	FALSE	FALSE																																																																																																																											1																									
chr4	69971000	69971000	1	-	UGT2B7	+	FALSE	FALSE																																																												4																																																																																								
chr4	70670212	70670212	1	+	SULT1E1	-	FALSE	FALSE														1																																111																																																																																																				3058		
chr4	71541115	71541115	1	-	IGJ	-	FALSE	FALSE																											9																																																																																																																									
chr4	73238699	73238699	1	+	ADAMTS3	-	FALSE	FALSE																																																																																																																																																				5
chr4	73983456	73983456	1	-	ANKRD17	-	FALSE	FALSE				7																																																																																												552																																																				
chr4	74057636	74057636	1	-	ANKRD17	-	FALSE	FALSE																																																																																																		5																																																		
chr4	74066053	74066053	1	-	ANKRD17	-	FALSE	FALSE																											13																																																																																																																									
chr4	74455547	74455547	1	+	RASSF6	-	FALSE	FALSE																																											63																																																																																																									
chr4	74543433	74543433	1	-	RASSF6	-	FALSE	FALSE																																																													2																																																																																							
chr4	75064747	75064747	1	+	MTHFD2L	+	FALSE	FALSE																																																																													5	1																																																								9										1				
chr4	75100523	75100523	1	+	MTHFD2L	+	FALSE	FALSE																																																																												8																																																																								
chr4	75222473	75222473	1	+	EREG	+	FALSE	FALSE																																																																												8																																																																								
chr4	76154388	76154388	1	+	LOC441025	+	FALSE	FALSE																																																																																		1																																																																		
chr4	76448333	76448333	1	+	THAP6	+	FALSE	FALSE																																																																																																																																										561										
chr4	76526221	76526221	1	-	CDKL2	-	FALSE	FALSE																																																																																																																										1246																										
chr4	76726497	76726497	1	-	USO1	+	FALSE	FALSE																																																																																														12																																																						
chr4	76730079	76730079	1	+	USO1	+	FALSE	FALSE																								180																																																																																																																												
chr4	77107834	77107834	1	-	SCARB2	-	FALSE	FALSE																																											1																																																																																																									
chr4	77892691	77892691	1	+	39325	+	FALSE	FALSE																																																	14																																																																																																			
chr4	78661937	78661937	1	-	CNOT6L	-	FALSE	FALSE																																																										20																																																																																										
chr4	78663837	78663837	1	+	CNOT6L	-	FALSE	FALSE																			326																																																									62																																																																								
chr4	78868661	78868661	1	+	MRPL1	+	FALSE	FALSE																																																																																																																										168																										
chr4	79248258	79248258	1	-	FRAS1	+	FALSE	FALSE																																																																													8																																																																							
chr4	79692066	79692066	1	+	BMP2K	+	FALSE	FALSE																																																																																																	80																																																			
chr4	79708114	79708114	1	-	BMP2K	+	FALSE	FALSE		5																																																																																																																																																		
chr4	79721174	79721174	1	-	MIR5096	+	FALSE	FALSE																																																	509																																																																																																			
chr4	79725378	79725378	1	+	MIR5096	+	FALSE	FALSE																																				13																																																																																																																
chr4	79729082	79729082	1	-	MIR5096	+	FALSE	FALSE																																																																																																16																																																				
chr4	79733163	79733163	1	+	MIR5096	+	FALSE	FALSE																																																																															77																																																										1											
chr4	79743408	79743408	1	+	MIR5096	+	FALSE	FALSE																																																																																			9																																																																	
chr4	79743912	79743912	1	+	MIR5096	+	FALSE	FALSE									3031																																																																																																																																											
chr4	79800586	79800586	1	+	BMP2K	+	FALSE	FALSE										12																																																																																																																																										
chr4	79839943	79839943	1	-	PAQR3	-	FALSE	FALSE																																																	77																																																																																																			
chr4	80136816	80136816	1	-	LINC01088	+	FALSE	FALSE		10																																																																																																																																																		
chr4	80387521	80387521	1	-	LINC00989	+	FALSE	FALSE																			3																																																																																																																																	
chr4	80390820	80390820	1	-	LINC00989	+	FALSE	FALSE																																																																																																																					14																															
chr4	80431590	80431590	1	+	LINC00989	+	FALSE	FALSE																																			33																																																																																			3																														
chr4	80850257	80850257	1	-	ANTXR2	-	FALSE	FALSE																																			18																																																																																	14																																
chr4	80896309	80896309	1	+	ANTXR2	-	FALSE	FALSE																																																																																																		3																																																		
chr4	80957428	80957428	1	-	ANTXR2	-	FALSE	FALSE																													1																																																																																																																							
chr4	81021259	81021259	1	-	ANTXR2	-	FALSE	FALSE																																																																											58																																																																									
chr4	81796928	81796928	1	-	C4orf22	+	FALSE	FALSE																																							1052																			2																																																																																				5						
chr4	82070212	82070212	1	+	PRKG2	-	FALSE	FALSE																																																																																																											695													13																										73		
chr4	82127046	82127046	1	+	PRKG2	-	FALSE	FALSE																1945																																																																																																																																				
chr4	82574449	82574449	1	-	RASGEF1B	-	FALSE	FALSE				2																																				1512								7916																																																																									7328	1099																										
chr4	82700981	82700981	1	+	RASGEF1B	-	FALSE	FALSE																		11																						1																																																																																		3																										
chr4	83054591	83054591	1	-	HNRNPD	-	FALSE	FALSE																																																																											1																																																																									
chr4	83779779	83779779	1	+	SEC31A	-	FALSE	FALSE																																																																																																																																											769									
chr4	83872849	83872849	1	-	LIN54	-	FALSE	FALSE																																																																												48																																																																								
chr4	83918716	83918716	1	+	LIN54	-	FALSE	FALSE																																																																																																																																															10					
chr4	84352819	84352819	1	+	HELQ	-	FALSE	FALSE																		73																																																																																																																																		
chr4	84369536	84369536	1	-	HELQ	-	FALSE	FALSE																																																		15																																																																																																		
chr4	84466118	84466118	1	-	AGPAT9	+	FALSE	FALSE			5																																																																																																																																																	
chr4	84487981	84487981	1	+	AGPAT9	+	FALSE	FALSE																																																																							1																																															1																														
chr4	85628114	85628114	1	-	WDFY3	-	FALSE	FALSE																																																																																																								1																																												
chr4	85758070	85758070	1	+	WDFY3	-	FALSE	FALSE																																																																																																																											64																									
chr4	85820960	85820960	1	-	WDFY3	-	FALSE	FALSE																																																																																																		14																																																		
chr4	87873682	87873682	1	-	AFF1	+	FALSE	FALSE																																				33															1																																																																																																	
chr4	87976907	87976907	1	+	AFF1	+	FALSE	FALSE																																									952																																																																																																											
chr4	87976915	87976915	1	+	AFF1	+	FALSE	FALSE																																									1																																																																																																											
chr4	88287927	88287927	1	+	HSD17B11	-	FALSE	FALSE																																							2																																																																																																												247	
chr4	89371856	89371856	1	-	HERC5	+	FALSE	FALSE																																																																						38																																																																														
chr4	89922790	89922790	1	+	FAM13A	-	FALSE	FALSE																																																																															1																																							29																														
chr4	89988084	89988084	1	+	FAM13A	-	FALSE	FALSE																																																																																																																											2																									
chr4	90582101	90582101	1	-	SNCA	-	FALSE	FALSE																																																																																																																																					42															
chr4	90677678	90677678	1	-	SNCA	-	FALSE	FALSE																																	8																																																																																																																			
chr4	90873129	90873129	1	+	MMRN1	+	FALSE	FALSE							41																																																																																																											4506																																		
chr4	90924005	90924005	1	+	MMRN1	+	FALSE	FALSE																																																																																																																																											7									
chr4	91319836	91319836	1	+	CCSER1	+	FALSE	FALSE																																																																													24																																																																							
chr4	91419904	91419904	1	+	CCSER1	+	FALSE	FALSE																																																																																																																																																		6765		
chr4	91450800	91450800	1	+	CCSER1	+	FALSE	FALSE																											12																																																																																																																									
chr4	93694284	93694284	1	+	GRID2	+	FALSE	FALSE																																																																																																																	1006																																			
chr4	95406570	95406570	1	-	PDLIM5	+	FALSE	FALSE																									3															834								6										810																																																																																										
chr4	95644620	95644620	1	-	BMPR1B-AS1	-	FALSE	FALSE										13																																																																																																																																										
