seqnames	start	end	width	strand	closest_gene	strand_gene	collision	reassigned	reassigned.to	BM_BM_01	BM_BM_03	BM_BM_06	BM_BM_12	BM_BM_18	BM_BM_24	BM_BM_30	B_BM_01	B_BM_03	B_BM_12	B_BM_18	B_BM_24	B_BM_30	B_PB_01	B_PB_03	B_PB_06	B_PB_12	B_PB_18	B_PB_24	B_PB_30	CD34_BM_00	CD34_BM_01	CD34_BM_03	CD34_BM_06	CD34_BM_12	CD34_BM_18	CD34_BM_24	CD34_MPB_00	CFC_BM_00	CFC_BM_03	CFC_BM_12	CFC_BM_18	CFC_BM_24	CFC_MPB_00	CFC_PB_03	CFC_PB_09	CFC_PB_12	CFC_PB_18	CFC_PB_24	MNC_BM_01	MNC_BM_03	MNC_BM_06	MNC_BM_12	MNC_BM_18	MNC_BM_24	MNC_BM_30	MNC_PB_01	MNC_PB_03	MNC_PB_06	MNC_PB_09	MNC_PB_12	MNC_PB_18	MNC_PB_24	MNC_PB_30	Myelo_BM_01	Myelo_BM_03	Myelo_BM_06	Myelo_BM_12	Myelo_BM_18	Myelo_BM_24	Myelo_BM_30	Myelo_PB_01	Myelo_PB_03	Myelo_PB_06	Myelo_PB_09	Myelo_PB_12	Myelo_PB_18	Myelo_PB_24	Myelo_PB_30	NK_BM_01	NK_BM_03	NK_BM_12	NK_BM_18	NK_BM_24	NK_PB_01	NK_PB_03	NK_PB_06	NK_PB_09	NK_PB_12	NK_PB_18	NK_PB_30	PB_PB_03	PB_PB_06	PB_PB_09	PB_PB_12	PB_PB_18	PB_PB_24	PB_PB_30	TE_BM_01	TE_BM_03	TE_BM_12	TE_BM_18	TE_BM_24	T_BM_01	T_BM_03	T_BM_12	T_BM_18	T_BM_24	T_BM_30	T_PB_01	T_PB_03	T_PB_06	T_PB_09	T_PB_12	T_PB_18	T_PB_24	T_PB_30
chr22	37931268	37931268	1	-	CARD10	-	FALSE	FALSE																																																																																10																												
chr22	38061036	38061036	1	-	PDXP	+	FALSE	FALSE										3																																																																																																		
chr22	38127128	38127128	1	+	TRIOBP	+	FALSE	FALSE																									1																																																																																			
chr22	38250043	38250043	1	-	EIF3L	+	FALSE	FALSE																																																										2																																																		
chr22	38277750	38277750	1	-	EIF3L	+	FALSE	FALSE			1							2933																																							1								12															1											13								13																	
chr22	38374898	38374898	1	-	SOX10	-	FALSE	FALSE																														66	2																																																																													
chr22	38399212	38399212	1	-	MIR4534	+	FALSE	FALSE																																																								18							1562																											9					1						8							
chr22	38553399	38553399	1	-	PLA2G6	-	FALSE	FALSE																																																					1109														1							6												1																			2529			
chr22	38759053	38759053	1	+	LOC400927-CSNK1E	-	FALSE	FALSE																																																									1																																																			
chr22	38775103	38775103	1	+	LOC400927-CSNK1E	-	FALSE	FALSE																																																								1																																																				
chr22	38789078	38789078	1	-	LOC400927-CSNK1E	-	FALSE	FALSE																																																	4028								2							1													1						1													2												
chr22	38888944	38888944	1	-	DDX17	-	FALSE	FALSE																					346							513																																										481																																						
chr22	38896500	38896500	1	-	DDX17	-	FALSE	FALSE																																																																																		96																										
chr22	38912187	38912187	1	+	DMC1	-	FALSE	FALSE																						250																																																															1																							
chr22	39057582	39057582	1	+	CBY1	+	FALSE	FALSE																		856																																																														3																												
chr22	40471150	40471150	1	-	TNRC6B	+	FALSE	FALSE																						13							2	14	116517				24	1																					75	1																			1	3					1		757																			1				
chr22	40471573	40471573	1	-	TNRC6B	+	FALSE	FALSE																																																								641															2					1														1																		
chr22	40471896	40471896	1	-	TNRC6B	+	FALSE	FALSE																																																								268															1																			2																		
chr22	40517214	40517214	1	-	TNRC6B	+	FALSE	FALSE																		9																																																																2																										
chr22	40580558	40580558	1	-	TNRC6B	+	FALSE	FALSE			44																												109											2																																											1																							
chr22	40625793	40625793	1	-	TNRC6B	+	FALSE	FALSE																																											4															1							2																																											
chr22	40630570	40630570	1	+	TNRC6B	+	FALSE	FALSE																																																															25																																													
chr22	40675399	40675399	1	+	TNRC6B	+	FALSE	FALSE																						1								1					781																																																																									
chr22	40867270	40867270	1	-	MKL1	-	FALSE	FALSE							13							4																										1																																																																				
chr22	40872824	40872824	1	+	MKL1	-	FALSE	FALSE																														2																																																																														
chr22	40946754	40946754	1	+	MKL1	-	FALSE	FALSE																																																																		2																																										
chr22	40984698	40984698	1	-	MKL1	-	FALSE	FALSE																														780	6																																														1																															
chr22	40994029	40994029	1	+	MKL1	-	FALSE	FALSE																															7																																																																													
chr22	41006560	41006560	1	+	MKL1	-	FALSE	FALSE																																																									10																																																			
chr22	41016764	41016764	1	+	MKL1	-	FALSE	FALSE							9395																																																																																																					
chr22	41023066	41023066	1	-	MKL1	-	FALSE	FALSE																																																															24																																													
chr22	41209017	41209017	1	+	MIR4766	-	FALSE	FALSE																								1																		4																																									5																									
chr22	41225010	41225010	1	-	ST13	-	FALSE	FALSE																																																																																		56																										
chr22	41228406	41228406	1	-	ST13	-	FALSE	FALSE																																																																																											23																	
chr22	41233893	41233893	1	-	ST13	-	FALSE	FALSE																																																																													25																															
chr22	41246621	41246621	1	-	ST13	-	FALSE	FALSE																															428																																																						2																							
chr22	41247686	41247686	1	-	ST13	-	FALSE	FALSE																																											5																																																																	
chr22	41311443	41311443	1	-	XPNPEP3	+	FALSE	FALSE																																																																																								30																				
chr22	41510435	41510435	1	+	EP300	+	FALSE	FALSE						1																					340																																	3																																	706															
chr22	41852789	41852789	1	-	PHF5A	-	FALSE	FALSE																																																															83																																1													
chr22	42043063	42043063	1	+	XRCC6	+	FALSE	FALSE																																																														36																																														
chr22	42123776	42123776	1	-	MEI1	+	FALSE	FALSE																																																								197																																		2																		
chr22	42160473	42160473	1	+	MEI1	+	FALSE	FALSE										19														1																																	2																										5599								3																	
chr22	42243283	42243283	1	+	SREBF2	+	FALSE	FALSE																																																																			3													1						1742																						
chr22	42250197	42250197	1	-	SREBF2	+	FALSE	FALSE																																																																																211																												
chr22	42604631	42604631	1	+	TCF20	-	FALSE	FALSE																																									2															103																																																				
chr22	42617711	42617711	1	+	TCF20	-	FALSE	FALSE		1																																																																																																										
chr22	42623979	42623979	1	-	TCF20	-	FALSE	FALSE																	2																																																							1													1																							
chr22	42986540	42986540	1	-	POLDIP3	-	FALSE	FALSE																													158		2																																																																													
chr22	42999443	42999443	1	+	POLDIP3	-	FALSE	FALSE		4							1																																																						1								614																								3													
chr22	43356412	43356412	1	+	PACSIN2	-	FALSE	FALSE																																																																																																				7								
chr22	43372092	43372092	1	-	PACSIN2	-	FALSE	FALSE																						2								678	2																																																																									8				
chr22	44445539	44445539	1	-	PARVB	+	FALSE	FALSE																																																																																								7																				
chr22	45530855	45530855	1	-	NUP50-AS1	-	FALSE	FALSE																1															19																	8								2																											3570																									
chr22	45546674	45546674	1	+	NUP50-AS1	-	FALSE	FALSE																													1		1				83																																																																									
chr22	45791397	45791397	1	-	SMC1B	-	FALSE	FALSE																	7																																																1625						1																																1					
chr22	46109187	46109187	1	+	ATXN10	+	FALSE	FALSE																													379						2																																																																									
chr22	46211271	46211271	1	+	ATXN10	+	FALSE	FALSE																															4																			103															1																																											
chr22	46733826	46733826	1	+	TRMU	+	FALSE	FALSE																														5	8				961																																												4																													
chr22	47405545	47405545	1	-	TBC1D22A	+	FALSE	FALSE																																																															43																											1																		
chr22	49128267	49128267	1	+	FAM19A5	+	FALSE	FALSE																																																																																				1																								
chr22	50198084	50198084	1	-	BRD1	-	FALSE	FALSE																															260																																																																													
chr22	50258731	50258731	1	+	ZBED4	+	FALSE	FALSE																																																																							1																																					
chr22	50338688	50338688	1	+	PIM3	+	FALSE	FALSE																																																																																						1																						
chr22	50338783	50338783	1	+	PIM3	+	FALSE	FALSE																																																														33																								16																						
chr22	50347541	50347541	1	-	PIM3	+	FALSE	FALSE																															28																																																																													
chr22	50537427	50537427	1	-	MOV10L1	+	FALSE	FALSE								12408																																50																			167																											3																						
chr22	50542069	50542069	1	-	MOV10L1	+	FALSE	FALSE																																																															1																																													
chr22	50553717	50553717	1	+	MOV10L1	+	FALSE	FALSE																																										4						1																													469																															
chr22	50555393	50555393	1	-	MOV10L1	+	FALSE	FALSE														124			559																		4													1		1															2	1				266												712						1																				
chr22	50563698	50563698	1	+	MOV10L1	+	FALSE	FALSE			9																					14																		5															2272															1																														1						
chr22	50564594	50564594	1	+	MOV10L1	+	FALSE	FALSE								1750			1															368																					1351																																																													
chr22	50576209	50576209	1	+	MOV10L1	+	FALSE	FALSE																																																														1																																														
chr22	50670365	50670365	1	+	TUBGCP6	-	FALSE	FALSE																																																																													3																															
chr22	50748984	50748984	1	+	DENND6B	-	FALSE	FALSE																																																																																	2												183															
chr22	50762753	50762753	1	-	DENND6B	-	FALSE	FALSE		899																					2																																																																																					
chr22	50791747	50791747	1	+	PPP6R2	+	FALSE	FALSE							408	7				16598		932			25																75	681			5		2						46	267	2					3				2		1		139					4756																			3				477										1					1					
chr22	50801914	50801914	1	-	PPP6R2	+	FALSE	FALSE																																			13																																																																									
chr22	50805086	50805086	1	-	PPP6R2	+	FALSE	FALSE								17				1					1022		588			2	1		1827	1			2	2	4			308	2						1		3093				12			18					358	1		2925	2119						4032	502	5															1121		1		1493		3	614				1		2		1						18	2		1		
chr22	50808218	50808218	1	+	PPP6R2	+	FALSE	FALSE																					11																																																																																							
chr22	50810278	50810278	1	-	PPP6R2	+	FALSE	FALSE																																																															1																																													
chr22	50812589	50812589	1	+	PPP6R2	+	FALSE	FALSE																																										7						1																													899																															
chr22	50821847	50821847	1	+	PPP6R2	+	FALSE	FALSE																	18																																1															99	20												1					13									1																	
chr22	50823436	50823436	1	+	PPP6R2	+	FALSE	FALSE																															7																					1																													156						1						1															
chr22	50825929	50825929	1	+	PPP6R2	+	FALSE	FALSE			3									2		1344		8	2					1		10	1								12				45		14734			5			1				4202	1	1							328	4	113				2452								1						2	6695				1		39						5											2		2				
chr22	50829060	50829060	1	+	PPP6R2	+	FALSE	FALSE														7			55				29													103	1																										20				5					68									7									206																				98
chr22	50843432	50843432	1	+	PPP6R2	+	FALSE	FALSE																													2		2				326																																																																									
chr22	50861924	50861924	1	+	PPP6R2	+	FALSE	FALSE																													917																						4																																																									
chr22	50891435	50891435	1	+	SBF1	-	FALSE	FALSE		2																																																																																																										
chr22	50948691	50948691	1	-	NCAPH2	+	FALSE	FALSE																					736																																																																																							
chr22	50972917	50972917	1	-	ODF3B	-	FALSE	FALSE				13													1508	8374														1			1		1													1													1		14															34																							4404	2				
chr22	50978726	50978726	1	-	ODF3B	-	FALSE	FALSE																																																														22																																														
chr22	51064407	51064407	1	-	ARSA	-	FALSE	FALSE																																																									1																																																			
chr22	51066221	51066221	1	-	ARSA	-	FALSE	FALSE		1														8																										15																						1899													1																															
chr22	51066256	51066256	1	-	ARSA	-	FALSE	FALSE																																										23																																																																		
chr22	51088493	51088493	1	-	ARSA	-	FALSE	FALSE																																																															23																																													
chr22	51099840	51099840	1	+	SHANK3	+	FALSE	FALSE																																				898																																				2																																				
chr22	51104972	51104972	1	+	SHANK3	+	FALSE	FALSE																																																									104																																		1																	
chr22	51105017	51105017	1	+	SHANK3	+	FALSE	FALSE																																																									1																																																			
chr22	51127068	51127068	1	-	SHANK3	+	FALSE	FALSE				1																			2		921						4												1699							12								1574							2150														1																								5					
chr22	51128333	51128333	1	-	SHANK3	+	FALSE	FALSE				8																										560																																																																														
chr22	51146807	51146807	1	+	SHANK3	+	FALSE	FALSE																												348																																																																																
chr22	51177512	51177512	1	+	ACR	+	FALSE	FALSE										7										880																													1								1410						1																												3																	
chr3	1010773	1010773	1	-	LINC01266	+	FALSE	FALSE																	1																																																191						1																																					
chr3	3179493	3179493	1	-	TRNT1	+	FALSE	FALSE																															3				506																													1																																												
chr3	5133644	5133644	1	-	ARL8B	+	FALSE	FALSE																																																																		1																																										
chr3	5405107	5405107	1	-	MIR4790	-	FALSE	FALSE																																																															2																																													
chr3	7420421	7420421	1	-	GRM7	+	FALSE	FALSE		8																																																																																																										
chr3	7670659	7670659	1	+	GRM7	+	FALSE	FALSE																																			1																																																																									
chr3	9412510	9412510	1	+	THUMPD3	+	FALSE	FALSE																	471																															1																	1																																											
chr3	10211341	10211341	1	-	IRAK2	+	FALSE	FALSE																				2																																																																																								
chr3	10348167	10348167	1	+	SEC13	-	FALSE	FALSE														802																																																																				6																										
chr3	11266201	11266201	1	-	HRH1	+	FALSE	FALSE																																																																																				1																								
chr3	11592494	11592494	1	+	ATG7	+	FALSE	FALSE																																																								9																																																				
chr3	12545945	12545945	1	-	TSEN2	+	FALSE	FALSE																														1																																																																														
chr3	12644533	12644533	1	+	RAF1	-	FALSE	FALSE							237																																							181																																																														
chr3	14206209	14206209	1	+	XPC	-	FALSE	FALSE																																																															4001																				3												1						12	9						
chr3	14991956	14991956	1	+	FGD5-AS1	-	FALSE	FALSE																1						2							1788						7																							1																																																		
chr3	14995971	14995971	1	-	FGD5-AS1	-	FALSE	FALSE			4												1									10																		6															1747							1																																												
chr3	15758873	15758873	1	+	ANKRD28	-	FALSE	FALSE																															596																															2																																														
chr3	15758876	15758876	1	+	ANKRD28	-	FALSE	FALSE																1															293					1																										25																																														
chr3	15810912	15810912	1	+	ANKRD28	-	FALSE	FALSE																																																3								1																											1823																									
chr3	15836119	15836119	1	+	ANKRD28	-	FALSE	FALSE																																									37																																																																			
chr3	15869574	15869574	1	+	ANKRD28	-	FALSE	FALSE				8																			1							2157																																																																														
chr3	16322859	16322859	1	+	OXNAD1	+	FALSE	FALSE																																																																							1																																					
chr3	17605719	17605719	1	-	TBC1D5	-	FALSE	FALSE																																			6																																																																									
chr3	18299813	18299813	1	-	LOC339862	+	FALSE	FALSE																						23								1	8666				4	4							1					6									1165																																		3													25				
chr3	23435074	23435074	1	-	MIR548AC	+	FALSE	FALSE				6																										2001	6											1														1																											1																									
chr3	24371991	24371991	1	+	THRB	-	FALSE	FALSE						135																																						31970															11								10	1					136														1										1											
chr3	24673044	24673044	1	-	MIR4792	-	FALSE	FALSE																																																																						353																																						
chr3	25776500	25776500	1	-	NGLY1	-	FALSE	FALSE																													2		1																																																																													
chr3	25888364	25888364	1	-	LINC00692	-	FALSE	FALSE																																																									3							12													2557						1								21																	
chr3	27497375	27497375	1	-	SLC4A7	-	FALSE	FALSE																	1														178																																		151																				1																							
chr3	28345823	28345823	1	-	CMC1	+	FALSE	FALSE																																						5																																																																						
chr3	29792580	29792580	1	+	RBMS3	+	FALSE	FALSE				2																															647																																																																									
chr3	30656202	30656202	1	-	TGFBR2	+	FALSE	FALSE																															3213					7																																				3																																				
chr3	33053563	33053563	1	+	GLB1	-	FALSE	FALSE																														3013	24				1																																										5																										1					
chr3	33749109	33749109	1	-	CLASP2	-	FALSE	FALSE																																										3									1															2												1	6359						18																			5				
chr3	37140249	37140249	1	-	LRRFIP2	-	FALSE	FALSE																														30																																																																														
chr3	37152354	37152354	1	+	LRRFIP2	-	FALSE	FALSE																																																								19	1																										1																									
chr3	37354387	37354387	1	+	GOLGA4	+	FALSE	FALSE																																									17															1															67																			22																		
chr3	39731153	39731153	1	+	MYRIP	+	FALSE	FALSE									4						1																										1							2								150							1								1																			11298																		
chr3	40470382	40470382	1	+	ENTPD3	+	FALSE	FALSE																																																1															533																											3																		
chr3	42057487	42057487	1	-	ULK4	-	FALSE	FALSE																					1																																												23																																											
chr3	42059797	42059797	1	-	ULK4	-	FALSE	FALSE																																																										20																																																		
chr3	42104409	42104409	1	+	TRAK1	+	FALSE	FALSE													1																																					2																	414																																									
chr3	42650438	42650438	1	+	LOC101928323	-	FALSE	FALSE																																																														6																																														
chr3	43655144	43655144	1	-	ANO10	-	FALSE	FALSE																																											1095																																			7				84		1																								
chr3	44374193	44374193	1	-	TOPAZ1	+	FALSE	FALSE																																								1338																																																																				
chr3	44413528	44413528	1	+	TCAIM	+	FALSE	FALSE			1													13																										20																						2690																			1																									
chr3	44413532	44413532	1	+	TCAIM	+	FALSE	FALSE																1																										1																						275																																												
chr3	44413536	44413536	1	+	TCAIM	+	FALSE	FALSE																																																																19																																												
chr3	45151552	45151552	1	-	CDCP1	-	FALSE	FALSE																																										1														866							12								3																			4																		
chr3	45163415	45163415	1	+	CDCP1	-	FALSE	FALSE																													64																																																																															
chr3	45655014	45655014	1	+	LIMD1	+	FALSE	FALSE																																			2																																																																									
chr3	45752200	45752200	1	-	SACM1L	+	FALSE	FALSE																	1														6701					31																					2	1																																																		
chr3	45771191	45771191	1	-	SACM1L	+	FALSE	FALSE								653																																																		405																																																		
chr3	45785608	45785608	1	-	SACM1L	+	FALSE	FALSE																													3946																						9														1																															2								17				
chr3	45864767	45864767	1	-	LZTFL1	-	FALSE	FALSE																																			3																															609																																										
chr3	46325546	46325546	1	+	CCR3	+	FALSE	FALSE		1	1												1																																																4485																				1												1						12	6						
chr3	47067723	47067723	1	-	SETD2	-	FALSE	FALSE																																				1																																																																								
chr3	47081060	47081060	1	+	SETD2	-	FALSE	FALSE								24																																							10																																																													
chr3	47088735	47088735	1	+	SETD2	-	FALSE	FALSE								8										27																																																																																										
chr3	47090520	47090520	1	+	SETD2	-	FALSE	FALSE																																																																																		3																										
chr3	47090802	47090802	1	-	SETD2	-	FALSE	FALSE																																																								21																																																				
chr3	47096172	47096172	1	-	SETD2	-	FALSE	FALSE																																																																																		602																										
chr3	47111620	47111620	1	+	SETD2	-	FALSE	FALSE																																																								365																																		1																		
chr3	47121159	47121159	1	-	SETD2	-	FALSE	FALSE																																								1176																																																																				
chr3	47143472	47143472	1	-	SETD2	-	FALSE	FALSE																																																															601																																							1						
chr3	47153209	47153209	1	+	SETD2	-	FALSE	FALSE																																																																																								1																				
chr3	47161322	47161322	1	-	SETD2	-	FALSE	FALSE																																																			116															1																																										
chr3	47181807	47181807	1	+	SETD2	-	FALSE	FALSE			116							2						1								5																									8120								4															2											545								4					4												
chr3	47183128	47183128	1	-	SETD2	-	FALSE	FALSE														215																																																																																														
chr3	47184414	47184414	1	+	SETD2	-	FALSE	FALSE																																																															6																																													
chr3	47222584	47222584	1	+	KIF9-AS1	+	FALSE	FALSE						62	178										15														1			277									1268	17794		110						4	1			3		93	7				2		3239		5	2	2090				74					1						1													1						1	1				
chr3	47260177	47260177	1	-	KIF9	-	FALSE	FALSE																										1												11																																																											3465											
chr3	47342440	47342440	1	-	KLHL18	+	FALSE	FALSE														176																																			618								4																																		5					1												
chr3	47549228	47549228	1	-	ELP6	-	FALSE	FALSE			86																												1											15							747								3																																		2					2												
chr3	47724048	47724048	1	-	SMARCC1	-	FALSE	FALSE																		1288																																																														5																												
chr3	47742240	47742240	1	+	SMARCC1	-	FALSE	FALSE																																																										17																																																		
chr3	47814080	47814080	1	+	SMARCC1	-	FALSE	FALSE																																			96																																																																									
chr3	47815023	47815023	1	-	SMARCC1	-	FALSE	FALSE																															4																																																																													
chr3	47920968	47920968	1	+	MAP4	-	FALSE	FALSE			207																				1	2																		1																						1																			941													4												
chr3	47921425	47921425	1	+	MAP4	-	FALSE	FALSE				3				187																																777		7					129		1330								1							1		1																4									12					6												
chr3	47983530	47983530	1	-	MAP4	-	FALSE	FALSE																																																															2																																													
chr3	48224646	48224646	1	+	CDC25A	-	FALSE	FALSE																																			154																																																																									
chr3	48493196	48493196	1	+	ATRIP	+	FALSE	FALSE																																																																						5																																						
chr3	48497541	48497541	1	-	ATRIP	+	FALSE	FALSE				1																																																									72	5																																											116			
chr3	48529155	48529155	1	-	SHISA5	-	FALSE	FALSE																																																																						259																																						
chr3	48645210	48645210	1	-	UQCRC1	-	FALSE	FALSE		4																																																																																																										
chr3	48738451	48738451	1	+	IP6K2	-	FALSE	FALSE		2																																								334																																			325																															
chr3	48825207	48825207	1	+	PRKAR2A	-	FALSE	FALSE																																																																2																																												
chr3	48832353	48832353	1	+	PRKAR2A	-	FALSE	FALSE			4																																																																																																									
chr3	48845114	48845114	1	+	PRKAR2A	-	FALSE	FALSE																																																															126																																													
chr3	48865279	48865279	1	-	PRKAR2A	-	FALSE	FALSE																													1																																																																															
chr3	48932595	48932595	1	+	SLC25A20	-	FALSE	FALSE																																			82																																																																									
chr3	48971659	48971659	1	+	ARIH2	+	FALSE	FALSE																																																																						9												33																										
chr3	48973207	48973207	1	+	ARIH2	+	FALSE	FALSE																																																																17																																												
chr3	48987930	48987930	1	-	ARIH2	+	FALSE	FALSE																																50																																																																												
chr3	49013997	49013997	1	+	ARIH2	+	FALSE	FALSE																																			27																																																																									
chr3	49033885	49033885	1	+	P4HTM	+	FALSE	FALSE																															3418				1	1																													1333																			4							6												2					
chr3	49073893	49073893	1	-	QRICH1	-	FALSE	FALSE																																									1131															16															1					1														2					1							2						
chr3	49074034	49074034	1	-	QRICH1	-	FALSE	FALSE																																											17																																			1																														
chr3	49074056	49074056	1	-	QRICH1	-	FALSE	FALSE																																			38																																																																									
chr3	49077736	49077736	1	-	QRICH1	-	FALSE	FALSE																	1								1						1331					2																																																																								
chr3	49100762	49100762	1	+	QRICH1	-	FALSE	FALSE																																																																																		16																										
chr3	49106996	49106996	1	+	QRICH1	-	FALSE	FALSE									1																																															1899															2																			8																		
chr3	49107467	49107467	1	-	QRICH1	-	FALSE	FALSE		1																																																													1725																																						3	4						
chr3	49117253	49117253	1	-	QRICH1	-	FALSE	FALSE																																																								189							1																																													
chr3	49123960	49123960	1	+	QRICH1	-	FALSE	FALSE																																		76																																		177														4											1															
chr3	49136772	49136772	1	+	QARS	-	FALSE	FALSE																													1	2																										1		995																														938																				
chr3	49245544	49245544	1	-	CCDC36	+	FALSE	FALSE																																																								32							1																																							3						
chr3	49343174	49343174	1	+	USP4	-	FALSE	FALSE																	16														7					1														15						1		3986							35		3386																	1																			1	1				
chr3	49409231	49409231	1	-	RHOA	-	FALSE	FALSE																								306																																																1																			1																	
chr3	49422187	49422187	1	+	RHOA	-	FALSE	FALSE																																																																													1																															
chr3	49436378	49436378	1	+	RHOA	-	FALSE	FALSE																																																																																								4																				
chr3	49438130	49438130	1	+	RHOA	-	FALSE	FALSE																																					61																																																																							
chr3	49439492	49439492	1	+	RHOA	-	FALSE	FALSE																				42																																																																																								
chr3	49483531	49483531	1	+	NICN1	-	FALSE	FALSE																																																										1																																																		
chr3	49535423	49535423	1	-	DAG1	+	FALSE	FALSE																																																								16																																																				
chr3	49551320	49551320	1	+	DAG1	+	FALSE	FALSE																																																								127							2																				3																			2						
chr3	49772073	49772073	1	-	IP6K1	-	FALSE	FALSE														21																																																																																														
chr3	49783785	49783785	1	-	IP6K1	-	FALSE	FALSE																																					1609																																														49																									
chr3	49788394	49788394	1	+	IP6K1	-	FALSE	FALSE																															5																																																																													
chr3	49793072	49793072	1	-	IP6K1	-	FALSE	FALSE				1																											16					1640																																																																								
chr3	49794597	49794597	1	-	IP6K1	-	FALSE	FALSE																																																																																																												780
chr3	49801251	49801251	1	-	IP6K1	-	FALSE	FALSE																																								59																																																																				
chr3	49854483	49854483	1	+	UBA7	-	FALSE	FALSE								698																																							556			1								2																																																		
chr3	49858527	49858527	1	-	UBA7	-	FALSE	FALSE																																																										8								75																																										
chr3	49992128	49992128	1	-	RBM6	+	FALSE	FALSE														311																																																																																														
chr3	50033893	50033893	1	+	RBM6	+	FALSE	FALSE																																																			6132															2													1												4													30				
chr3	50045387	50045387	1	+	RBM6	+	FALSE	FALSE																																																																															1																													
chr3	50066005	50066005	1	-	RBM6	+	FALSE	FALSE																																																1								63																																			1					5												
chr3	50090107	50090107	1	+	RBM6	+	FALSE	FALSE																																																																													1																															
chr3	50131256	50131256	1	-	RBM5	+	FALSE	FALSE								5442																																																														1480																																						
chr3	50151143	50151143	1	-	RBM5	+	FALSE	FALSE																																			4																																																																									
chr3	50277124	50277124	1	+	GNAI2	+	FALSE	FALSE																																																									7																																																			
chr3	50676856	50676856	1	-	MAPKAPK3	+	FALSE	FALSE							151										160										73				7															156									2262										1																								3071																			
chr3	50879673	50879673	1	+	DOCK3	+	FALSE	FALSE		2	5902	11																				56							6772					62265						1221								1						1		2						1								4													1																		4	2				
chr3	50903929	50903929	1	-	DOCK3	+	FALSE	FALSE																																																										6																																																		
chr3	50993981	50993981	1	-	DOCK3	+	FALSE	FALSE																															4																																																																													
chr3	51462491	51462491	1	+	VPRBP	-	FALSE	FALSE																																																															2																																													
chr3	51484910	51484910	1	+	VPRBP	-	FALSE	FALSE																								1																								4			3						1633																																															209				
chr3	51510151	51510151	1	-	VPRBP	-	FALSE	FALSE																													80		1																																																																													
chr3	51594293	51594293	1	+	RAD54L2	+	FALSE	FALSE									1	1													1																			1														2527							1								6																			8																		
chr3	51630757	51630757	1	+	RAD54L2	+	FALSE	FALSE																													418	1	1																																																																													
chr3	51645775	51645775	1	+	RAD54L2	+	FALSE	FALSE														1																																																																																														
chr3	51646497	51646497	1	-	RAD54L2	+	FALSE	FALSE														16												2																																				26																																														
chr3	51647415	51647415	1	-	RAD54L2	+	FALSE	FALSE																	27								1				1																											4		2							6561													2						2																			2					
chr3	51657788	51657788	1	+	RAD54L2	+	FALSE	FALSE																																																																																																												1209
chr3	52078276	52078276	1	+	DUSP7	-	FALSE	FALSE																	3																																																																																											
chr3	52078607	52078607	1	-	DUSP7	-	FALSE	FALSE							2483						6																																	1941												173																																																		
chr3	52293592	52293592	1	+	WDR82	-	FALSE	FALSE																		24																				9																																																																						
chr3	52450144	52450144	1	+	PHF7	+	FALSE	FALSE														1																																												2																																																		
chr3	52492039	52492039	1	-	NISCH	+	FALSE	FALSE																													94																																																																															
chr3	52496965	52496965	1	-	NISCH	+	FALSE	FALSE																																																																		73																																										
chr3	52519764	52519764	1	+	NISCH	+	FALSE	FALSE											28															6587						1																											1																																						4											
chr3	52525529	52525529	1	+	NISCH	+	FALSE	FALSE								7680				43	4387	3790			67				153			5		267	1060													22		3					440				3							86	432			2672		279	2	1				1731			1	5				1	6336			2143			27	1		7644																2				
chr3	52598860	52598860	1	-	PBRM1	-	FALSE	FALSE											1																					641																																																																												
chr3	52611612	52611612	1	-	PBRM1	-	FALSE	FALSE																																																																																																				6								
chr3	52638385	52638385	1	-	PBRM1	-	FALSE	FALSE								4038																																																																																																				
chr3	52660675	52660675	1	-	PBRM1	-	FALSE	FALSE																						2							1692	1					5																																																																									
chr3	52679168	52679168	1	-	PBRM1	-	FALSE	FALSE																																																																																		403																										
chr3	52690471	52690471	1	-	PBRM1	-	FALSE	FALSE																																																								46																																		2																		
chr3	52768832	52768832	1	-	NEK4	-	FALSE	FALSE																							1																		5622															67	1														1												4							20					1						1	10						
chr3	52953165	52953165	1	+	SFMBT1	-	FALSE	FALSE													1																																																																																															
chr3	53345865	53345865	1	+	DCP1A	-	FALSE	FALSE																																																											5																																																	
chr3	53351167	53351167	1	-	DCP1A	-	FALSE	FALSE																																																																																		653																										
chr3	53920594	53920594	1	-	SELK	-	FALSE	FALSE																																			1																																																																									
chr3	54198025	54198025	1	+	CACNA2D3	+	FALSE	FALSE																															3																																																																													
chr3	57407774	57407774	1	+	DNAH12	-	FALSE	FALSE																																																	104																																																											
chr3	57880050	57880050	1	+	SLMAP	+	FALSE	FALSE																																																															2																																													
chr3	58486767	58486767	1	+	KCTD6	+	FALSE	FALSE			9													1								25																		7															3139															1																		1												1						
chr3	63938256	63938256	1	+	ATXN7	+	FALSE	FALSE						1												2																											2															13																																	1024															
chr3	65514028	65514028	1	+	MAGI1	-	FALSE	FALSE																															1																																																																													
chr3	67113110	67113110	1	+	KBTBD8	+	FALSE	FALSE																							1																																																																																					
chr3	67600259	67600259	1	+	SUCLG2	-	FALSE	FALSE																																																																													8																															
chr3	69067835	69067835	1	+	TMF1	-	FALSE	FALSE		2569	3																					1																																																																																				
chr3	71252561	71252561	1	-	FOXP1	-	FALSE	FALSE																																																																																											614					2												
