seqnames	start	end	width	strand	closest_gene	strand_gene	collision	reassigned	reassigned.to	BM_BM_01	BM_BM_03	BM_BM_06	BM_BM_12	BM_BM_18	BM_BM_24	BM_BM_30	BM_BM_36	B_BM_01	B_BM_03	B_BM_06	B_BM_12	B_BM_18	B_BM_24	B_BM_30	B_BM_36	B_PB_01	B_PB_03	B_PB_06	B_PB_09	B_PB_12	B_PB_18	B_PB_24	B_PB_30	B_PB_36	CD34_BM_00	CD34_BM_01	CD34_BM_03	CD34_BM_06	CD34_BM_12	CD34_BM_18	CD34_BM_24	CD34_BM_30	CD34_BM_36	CFC_BM_01	CFC_BM_03	CFC_BM_06	CFC_BM_12	CFC_BM_18	CFC_BM_24	CFC_BM_30	CFC_PB_03	CFC_PB_06	CFC_PB_09	CFC_PB_12	CFC_PB_18	CFC_PB_24	MNC_BM_24	MNC_BM_30	MNC_BM_36	MNC_PB_24	MNC_PB_30	MNC_PB_36	Myelo_BM_01	Myelo_BM_03	Myelo_BM_06	Myelo_BM_12	Myelo_BM_18	Myelo_BM_24	Myelo_BM_30	Myelo_BM_36	Myelo_PB_01	Myelo_PB_03	Myelo_PB_06	Myelo_PB_09	Myelo_PB_12	Myelo_PB_18	Myelo_PB_24	Myelo_PB_30	Myelo_PB_36	NK_BM_01	NK_BM_03	NK_BM_06	NK_BM_18	NK_BM_24	NK_BM_30	NK_BM_36	NK_PB_01	NK_PB_03	NK_PB_06	NK_PB_09	NK_PB_12	NK_PB_24	NK_PB_30	NK_PB_36	PB_PB_01	PB_PB_03	PB_PB_06	PB_PB_09	PB_PB_12	PB_PB_18	PB_PB_24	PB_PB_30	PB_PB_36	TE_BM_01	TE_BM_03	TE_BM_06	TE_BM_12	TE_BM_18	TE_BM_24	TE_BM_30	T_BM_01	T_BM_03	T_BM_06	T_BM_12	T_BM_24	T_BM_30	T_PB_01	T_PB_03	T_PB_06	T_PB_09	T_PB_12	T_PB_18	T_PB_24	T_PB_30	T_PB_36
chr9	135221695	135221695	1	-	SETX	-	FALSE	FALSE									54																																			78																									7039																				12																												
chr9	135241804	135241804	1	-	TTF1	-	FALSE	FALSE																																																																																										4																											
chr9	135271518	135271518	1	+	TTF1	-	FALSE	FALSE																																										97																																			2118																																								
chr9	135532327	135532327	1	+	DDX31	-	FALSE	FALSE			4																2																																																																																																		
chr9	135554801	135554801	1	-	GTF3C4	+	FALSE	FALSE																																																																																																					12																110
chr9	135559244	135559244	1	+	GTF3C4	+	FALSE	FALSE				3																10																	4																																198				7					195																				22	2						1												
chr9	135784563	135784563	1	+	TSC1	-	FALSE	FALSE																											4																																																																																										
chr9	135810851	135810851	1	+	TSC1	-	FALSE	FALSE																																																																									2																																												
chr9	135862329	135862329	1	+	GFI1B	+	FALSE	FALSE			19																				3																																																																																														
chr9	135864927	135864927	1	-	GFI1B	+	FALSE	FALSE																			4																																																																																																		
chr9	135925351	135925351	1	+	GTF3C5	+	FALSE	FALSE																				9																																																																																																	
chr9	136139564	136139564	1	+	ABO	-	FALSE	FALSE																			14											2																																																																																							
chr9	136139841	136139841	1	-	ABO	-	FALSE	FALSE																																										207																																																																											
chr9	136141603	136141603	1	+	ABO	-	FALSE	FALSE																								17																																																																																													
chr9	136145035	136145035	1	-	ABO	-	FALSE	FALSE																											7																																																																																										
chr9	136148191	136148191	1	-	ABO	-	FALSE	FALSE																																																																						41																																															
chr9	136218762	136218762	1	+	SURF1	-	FALSE	FALSE			47																																																																																																																		
chr9	136222004	136222004	1	-	SURF1	-	FALSE	FALSE																																																																																																															4						
chr9	136236015	136236015	1	-	SURF4	-	FALSE	FALSE				5																																																																																																																	
chr9	137012357	137012357	1	-	WDR5	+	FALSE	FALSE												143																																1																																																																									
chr9	137105701	137105701	1	-	RNU6ATAC	-	FALSE	FALSE																																																									1																																																												
chr9	137181744	137181744	1	+	RXRA	+	FALSE	FALSE						4								108									2									2																											2									3							2																	2								2														1			
chr9	137421149	137421149	1	-	RXRA	+	FALSE	FALSE																																					3																																																																																
chr9	137483385	137483385	1	+	COL5A1	+	FALSE	FALSE												115																									3																						1									1																																		139															
chr9	138717994	138717994	1	+	CAMSAP1	-	FALSE	FALSE						9								2			161						6																																														489																															1																	
chr9	138724259	138724259	1	+	CAMSAP1	-	FALSE	FALSE																												1																											1																	321																								2																					
chr9	138759214	138759214	1	+	CAMSAP1	-	FALSE	FALSE																												7																																																																																									
chr9	138793048	138793048	1	-	CAMSAP1	-	FALSE	FALSE				19		80								1									1																	2638																			1	44								1																					2			1								1																	
chr9	138844435	138844435	1	-	UBAC1	-	FALSE	FALSE						43								1							1											83																								1			1	4053								26							1																	1								1														1			
chr9	138848839	138848839	1	-	UBAC1	-	FALSE	FALSE																											9																																																																																										
chr9	138924181	138924181	1	-	NACC2	-	FALSE	FALSE			74																	27					920															1999																2																																																	3												
chr9	138956332	138956332	1	-	NACC2	-	FALSE	FALSE																				6																																																																																																	
chr9	138957005	138957005	1	+	NACC2	-	FALSE	FALSE					1	2							1			2																1	964						3		42				1	39												2								1					200											1								6									70														2				
chr9	138961678	138961678	1	-	NACC2	-	FALSE	FALSE																											46																																																																																										
chr9	138964207	138964207	1	-	NACC2	-	FALSE	FALSE																																																																2																																																					
chr9	139226710	139226710	1	-	GPSM1	+	FALSE	FALSE						13																										1																																																																				1																	
chr9	139264082	139264082	1	+	CARD9	-	FALSE	FALSE						2																	22																																																																																														
chr9	139280554	139280554	1	-	SNAPC4	-	FALSE	FALSE		7																																																																																																																			
chr9	139280658	139280658	1	-	SNAPC4	-	FALSE	FALSE				5			104																							1																			20													55								30																							9320												1												
chr9	139282886	139282886	1	+	SNAPC4	-	FALSE	FALSE																											26																																																																																										
chr9	139285643	139285643	1	-	SNAPC4	-	FALSE	FALSE																											5																																																																																										
chr9	139306683	139306683	1	-	PMPCA	+	FALSE	FALSE															122	663																	787								202											1306							10			1489								434																							735							1		1651															
chr9	139310551	139310551	1	-	PMPCA	+	FALSE	FALSE																											60																																																																																										
chr9	139319882	139319882	1	-	PMPCA	+	FALSE	FALSE																											3																																																																																										
chr9	139331710	139331710	1	+	INPP5E	-	FALSE	FALSE					2	2			2992				2	1		283					5	6	1		894														4						4	2												803		3197		1102				3	9	5		2465					5							2	2							4	2	134								3						5						4	3				
chr9	139342192	139342192	1	-	SEC16A	-	FALSE	FALSE																																																				1358		82																																			7			11	574		43					1																	
chr9	139346482	139346482	1	-	SEC16A	-	FALSE	FALSE																											64																																																																																										
chr9	139350709	139350709	1	-	SEC16A	-	FALSE	FALSE				39		31			531											70			24									1																											1																																	1																									
chr9	139352246	139352246	1	+	SEC16A	-	FALSE	FALSE																																																				65																																									52																								
chr9	139355512	139355512	1	+	SEC16A	-	FALSE	FALSE																											15																																																																																										
chr9	139359356	139359356	1	-	SEC16A	-	FALSE	FALSE			6																																																																																																																		
chr9	139359917	139359917	1	+	SEC16A	-	FALSE	FALSE																											2																																																																																										
chr9	139359921	139359921	1	+	SEC16A	-	FALSE	FALSE																																																								1																																																													
chr9	139362604	139362604	1	-	SEC16A	-	FALSE	FALSE																							10																		274																		2	563																																										1961															
chr9	139362933	139362933	1	+	SEC16A	-	FALSE	FALSE			2																																																																																																																		
chr9	139366886	139366886	1	+	SEC16A	-	FALSE	FALSE																																																																									4																																												
chr9	139375546	139375546	1	-	SEC16A	-	FALSE	FALSE																											14																																																																																										
chr9	139455147	139455147	1	+	LINC01573	+	FALSE	FALSE		22																																																																																																																			
chr9	139456989	139456989	1	-	LINC01573	+	FALSE	FALSE			112								5											1																	3							1										1050											1																1						33	183	2								1							1							3				
chr9	139457945	139457945	1	+	LINC01573	+	FALSE	FALSE																									14																																			1								1																																																	
chr9	139459700	139459700	1	-	LINC01573	+	FALSE	FALSE																														4																																												1																																											
chr9	139481200	139481200	1	+	LINC01573	+	FALSE	FALSE																																																							1																																																														
chr9	139516229	139516229	1	+	EGFL7	+	FALSE	FALSE						1																										51																																				1							1																																										
chr9	139529598	139529598	1	-	EGFL7	+	FALSE	FALSE		2																1067									1																												2																																1																														
chr9	139532551	139532551	1	+	EGFL7	+	FALSE	FALSE																															2																	10																																														857																							
chr9	139534958	139534958	1	-	EGFL7	+	FALSE	FALSE		2																2									1																																																				1								1									489													1								
chr9	139542110	139542110	1	-	EGFL7	+	FALSE	FALSE															17																																																																																																						
chr9	139544619	139544619	1	-	EGFL7	+	FALSE	FALSE			2																																																													91																20								829										1																			
chr9	139545340	139545340	1	-	EGFL7	+	FALSE	FALSE																																																							19								25																																								1														
chr9	139546072	139546072	1	+	EGFL7	+	FALSE	FALSE				8																																																																																																																	
chr9	139564113	139564113	1	+	EGFL7	+	FALSE	FALSE																																																																									17																																												
chr9	139573425	139573425	1	+	AGPAT2	-	FALSE	FALSE							3148							4	14	591							2							10								1			773																													526																														1																	
chr9	139574531	139574531	1	+	AGPAT2	-	FALSE	FALSE																				23																																																																																																	
chr9	139601541	139601541	1	-	FAM69B	+	FALSE	FALSE																																																														1																																																							
chr9	139602826	139602826	1	+	FAM69B	+	FALSE	FALSE																																																							39																																																														
chr9	139610804	139610804	1	+	FAM69B	+	FALSE	FALSE																											1																																																																																										
chr9	139616996	139616996	1	+	FAM69B	+	FALSE	FALSE																																																																36																																																					
chr9	139617091	139617091	1	-	FAM69B	+	FALSE	FALSE					77	3																	1							2	1	13														1						1						1	11									3							1																11	4								55																	
chr9	139617857	139617857	1	+	FAM69B	+	FALSE	FALSE					1																1																		1						1	299													22			40				3	2	1														3	92							3	1								2	2												1					
chr9	139619597	139619597	1	+	SNHG7	-	FALSE	FALSE																																																																																																															29						
chr9	139625199	139625199	1	-	SNHG7	-	FALSE	FALSE					7	6	50						1	2							12	5									4	13							6	3660		3515			1246	11			48									140	2							10	12	14														3	5							16	6								7							2						7	5				
chr9	139632653	139632653	1	-	LCN10	-	FALSE	FALSE																																																																																																	1																				
chr9	139673819	139673819	1	+	TMEM141	+	FALSE	FALSE																																																																											1																																										
chr9	139673948	139673948	1	-	TMEM141	+	FALSE	FALSE					1																																			715																																																																													
chr9	139677571	139677571	1	-	TMEM141	+	FALSE	FALSE						2	4862	1750												36					3																1052						49	1278	1083	2714				373																1357																									170																						
chr9	139688297	139688297	1	-	TMEM141	+	FALSE	FALSE																																																															14																																																						
chr9	139709315	139709315	1	+	CCDC183-AS1	-	FALSE	FALSE																			14																																																																																																		
chr9	139711793	139711793	1	-	RABL6	+	FALSE	FALSE										1																																													2																								543								1																														
chr9	139713840	139713840	1	+	RABL6	+	FALSE	FALSE																																																															8																																																						
chr9	139716321	139716321	1	+	RABL6	+	FALSE	FALSE																																																																1																																																					
chr9	139734015	139734015	1	-	RABL6	+	FALSE	FALSE																																									27																		2																																																									9	
chr9	139758713	139758713	1	+	EDF1	-	FALSE	FALSE																																																																							90																																														
chr9	139790125	139790125	1	+	TRAF2	+	FALSE	FALSE																																																																					8																																																
chr9	139795750	139795750	1	-	TRAF2	+	FALSE	FALSE						9								1									5									3																											376									4							1																	6								3		6831												1			
chr9	139795799	139795799	1	+	TRAF2	+	FALSE	FALSE								1236						2																		4								1								1		1786																																																																			
chr9	139795948	139795948	1	-	TRAF2	+	FALSE	FALSE																																																																37																					6																									2							
chr9	139807984	139807984	1	+	TRAF2	+	FALSE	FALSE																																																																																									9																												
chr9	139811555	139811555	1	-	TRAF2	+	FALSE	FALSE				1	21	6								1							1	1								16									3			66			4	3		884										2	4	2658				8						1					1		3					2	1		9004					3	1	1							379	39		5449				3						1					
chr9	139812831	139812831	1	+	TRAF2	+	FALSE	FALSE																											5																																																																																										
chr9	139813091	139813091	1	-	TRAF2	+	FALSE	FALSE																																											66																																																																										
chr9	139825362	139825362	1	+	TRAF2	+	FALSE	FALSE						1																																																																																																															
chr9	139830898	139830898	1	+	FBXW5	-	FALSE	FALSE				6																																																																																																																	
chr9	139832159	139832159	1	-	FBXW5	-	FALSE	FALSE					2								1								1										1								61						1	1												4															1									1							11	3	2								1								820										
chr9	139933418	139933418	1	+	NPDC1	-	FALSE	FALSE					3								1								4	2																	4						398	3												3								2	5															1	2							5	1																					1	2				
chr9	139978214	139978214	1	+	UAP1L1	+	FALSE	FALSE																																																129																						473																																															
chr9	139990977	139990977	1	+	MAN1B1	+	FALSE	FALSE																																						13																																																																															
chr9	139993124	139993124	1	-	MAN1B1	+	FALSE	FALSE																																					51																																																																										1						
chr9	139993620	139993620	1	-	MAN1B1	+	FALSE	FALSE									277											1																															1118						2	4																134																		2																									
chr9	140001842	140001842	1	-	MAN1B1	+	FALSE	FALSE					1	9	379						1	2		2					1	160	3		2229					7	1	4							2						6	5			464				1636				7	50	7						19	10	354	113	316	571					10		1						3						89	5		90		843					4	5						3						2	4	1			
chr9	140160599	140160599	1	-	NELFB	+	FALSE	FALSE																											4																																																																																										
chr9	140160883	140160883	1	-	NELFB	+	FALSE	FALSE																																																																						1																																															
chr9	140163120	140163120	1	-	NELFB	+	FALSE	FALSE					239	1	7758		50				1	2		2616				467	3	2	16		1585					49	254	37	4997					5	248	354	19				2	9		464									784	129	12	1381	107		1		20	286	482	13	1403	77	45				3		5				448	5	3	10582	886					148	94	3						1608	12	13		259				279						3	8			1	
chr9	140229044	140229044	1	-	EXD3	-	FALSE	FALSE				1																4																																																																																																	
chr9	140230794	140230794	1	+	EXD3	-	FALSE	FALSE						1								1																																																																														8																						2			
chr9	140233627	140233627	1	+	EXD3	-	FALSE	FALSE			4																																																					3																																																													
chr9	140293476	140293476	1	-	EXD3	-	FALSE	FALSE																2851																																																																																																					
chr9	140308234	140308234	1	+	EXD3	-	FALSE	FALSE					13			2485						1		5																																		1656																									7																																										
chr9	140315194	140315194	1	-	EXD3	-	FALSE	FALSE																																																18																						1007																																															
chr9	140362416	140362416	1	-	PNPLA7	-	FALSE	FALSE			1																																					26	2410							2400											1											7	5			3			4574																									1															
chr9	140362815	140362815	1	+	PNPLA7	-	FALSE	FALSE						16								15																		1								13102																			3							2		1																																1														1			
chr9	140416140	140416140	1	-	PNPLA7	-	FALSE	FALSE										1																																																					109									1																																													
chr9	140510809	140510809	1	-	ARRDC1-AS1	-	FALSE	FALSE																																																																																									1	1																										19	
chr9	140525531	140525531	1	-	EHMT1	+	FALSE	FALSE			2																																																																																																																		
chr9	140526599	140526599	1	-	EHMT1	+	FALSE	FALSE				1																																																						7		1				1																																																					
chr9	140573431	140573431	1	-	EHMT1	+	FALSE	FALSE																																1																											7									2							19																																										
chr9	140583837	140583837	1	+	EHMT1	+	FALSE	FALSE																																																											6									1																								7																									
chr9	140592118	140592118	1	-	EHMT1	+	FALSE	FALSE		10																																																					104																																																4														
chr9	140688808	140688808	1	-	EHMT1	+	FALSE	FALSE				3	1	63								2						10			3									2							93	7057																			14							1		4						1	6															3	1	7							1	201														3			
chr9	141147411	141147411	1	+	FAM157B	+	FALSE	FALSE																16																																																																																																					
chrX	1518827	1518827	1	-	LINC00106	+	FALSE	FALSE		9																																																																						1																																													
chrX	1550343	1550343	1	+	ASMTL	-	FALSE	FALSE														1																																																																																																							
chrX	1551905	1551905	1	+	ASMTL	-	FALSE	FALSE																																								13																																																																													
chrX	1636714	1636714	1	-	P2RY8	-	FALSE	FALSE																																																																																																																				126	
chrX	4498645	4498645	1	+	LOC101928201	-	FALSE	FALSE																																																															104																																																						
chrX	4575723	4575723	1	+	LOC101928201	-	FALSE	FALSE																											18																																																																																										
chrX	4699076	4699076	1	-	LOC101928201	-	FALSE	FALSE																			5																		8																																																																																
chrX	4786823	4786823	1	-	LOC101928201	-	FALSE	FALSE																																																																										1																																											
chrX	4894908	4894908	1	-	LOC101928201	-	FALSE	FALSE																																																								3																																																													
chrX	6436639	6436639	1	+	VCX3A	-	FALSE	FALSE																																																																																														1																							
chrX	7074828	7074828	1	+	HDHD1	-	FALSE	FALSE																														2																																																																																							
chrX	8652295	8652295	1	-	KAL1	-	FALSE	FALSE		133																1																																					1																																																														
chrX	13311124	13311124	1	-	GS1-600G8.3	+	FALSE	FALSE																																																																				3																																																	
chrX	13314408	13314408	1	-	GS1-600G8.3	+	FALSE	FALSE																			14																																																																																																		
chrX	13406809	13406809	1	-	LINC01203	+	FALSE	FALSE																																																							1								1									91																																													
chrX	13725970	13725970	1	+	RAB9A	+	FALSE	FALSE																																																								1		5		2594																																																									
chrX	14916981	14916981	1	-	MOSPD2	+	FALSE	FALSE																			14																																																																																																		
chrX	15868113	15868113	1	+	AP1S2	-	FALSE	FALSE				10																										5																										6																																																													
chrX	16747458	16747458	1	+	SYAP1	+	FALSE	FALSE																31																																																																																																					
chrX	16894978	16894978	1	-	RBBP7	-	FALSE	FALSE																																																							16																																																														
chrX	18279678	18279678	1	+	SCML2	-	FALSE	FALSE																																																																																																																				2	
chrX	18314102	18314102	1	-	SCML2	-	FALSE	FALSE		129																																																																																																																			
chrX	18322546	18322546	1	+	SCML2	-	FALSE	FALSE																																																																																											1																										
chrX	18622535	18622535	1	+	CDKL5	+	FALSE	FALSE																					1																																													1																	51					3		2																											
chrX	19153457	19153457	1	+	GPR64	-	FALSE	FALSE																																																							1																																																														
chrX	21507345	21507345	1	+	CNKSR2	+	FALSE	FALSE																																								1																																																																													
chrX	24039557	24039557	1	+	KLHL15	-	FALSE	FALSE																				13																																																																																																	
chrX	24171604	24171604	1	-	ZFX	+	FALSE	FALSE																				4					481																																																																																												
chrX	24203103	24203103	1	+	ZFX	+	FALSE	FALSE						2																																																																																																															
chrX	28073946	28073946	1	+	DCAF8L1	-	FALSE	FALSE																																																															4																																														1								
chrX	35791576	35791576	1	-	MAGEB16	+	FALSE	FALSE																																						1																		1																																7																													
chrX	38091464	38091464	1	+	SRPX	-	FALSE	FALSE																																																																									9																																												
chrX	38174459	38174459	1	-	RPGR	-	FALSE	FALSE																							8																																																																																														
chrX	38439436	38439436	1	+	TSPAN7	+	FALSE	FALSE																9018																																																																																																					
chrX	38725853	38725853	1	-	MID1IP1	+	FALSE	FALSE																				14												2																																																																																					
chrX	39988822	39988822	1	+	BCOR	-	FALSE	FALSE																									1950																																		1			1444						16			201																					5																									
chrX	39991788	39991788	1	-	BCOR	-	FALSE	FALSE																																																																																																						30															
chrX	40986868	40986868	1	-	USP9X	+	FALSE	FALSE																																																									55																																																												
chrX	41012705	41012705	1	+	USP9X	+	FALSE	FALSE			2	3																												7																								15								14	29																																	16							2									1			
chrX	41013495	41013495	1	+	USP9X	+	FALSE	FALSE																																																								1																																																													
chrX	41037840	41037840	1	+	USP9X	+	FALSE	FALSE																																																286																																																																					
chrX	41043153	41043153	1	-	USP9X	+	FALSE	FALSE																																																									3																																																												
chrX	41060167	41060167	1	-	USP9X	+	FALSE	FALSE																																							1																																																																														
chrX	41060200	41060200	1	-	USP9X	+	FALSE	FALSE			127		15	22							4	28																47		6							6	523					2	6											63	81	47							8	1	6							1							1	1							13	7	8							499	161						1						3	5	1			
chrX	41063835	41063835	1	+	USP9X	+	FALSE	FALSE									2																																																																																																												
chrX	41459443	41459443	1	+	CASK	-	FALSE	FALSE																																																							1																																																														
chrX	41460120	41460120	1	-	CASK	-	FALSE	FALSE																						3																																																																																															
chrX	42895253	42895253	1	+	LOC101927501	+	FALSE	FALSE																											15																																																																																										
chrX	44075637	44075637	1	-	EFHC2	-	FALSE	FALSE		2																6									1	2																											3																																2									1577																					
chrX	44134309	44134309	1	-	EFHC2	-	FALSE	FALSE				2	1								1																		1	1						3	2							1															1299			1		2	65	1							26							1								1										1													3				
chrX	44184850	44184850	1	+	EFHC2	-	FALSE	FALSE																																					2	2																																																						1																									
chrX	44197662	44197662	1	-	EFHC2	-	FALSE	FALSE																																																																						61			1																																		4										
chrX	44861857	44861857	1	-	KDM6A	+	FALSE	FALSE																																																																																							10																														
chrX	44881093	44881093	1	-	KDM6A	+	FALSE	FALSE									1																																																																																																												
chrX	44881155	44881155	1	-	KDM6A	+	FALSE	FALSE									4016																																																																																													21															
chrX	44889068	44889068	1	-	KDM6A	+	FALSE	FALSE						24								2						8			77									3	969								360							2003				3386							86					3				15							3																	4	1411							17														2			
chrX	44892350	44892350	1	-	KDM6A	+	FALSE	FALSE							2481													7																													2039																																																																				
chrX	44893028	44893028	1	-	KDM6A	+	FALSE	FALSE								16																																																																																																													
chrX	44913014	44913014	1	-	KDM6A	+	FALSE	FALSE																											3																																																																																										
chrX	44939158	44939158	1	-	KDM6A	+	FALSE	FALSE																1																																											4	122																																																									
chrX	45980429	45980429	1	+	LINC01186	-	FALSE	FALSE						5																																																										4																																															1						
chrX	46260218	46260218	1	+	KRBOX4	+	FALSE	FALSE					104	75																																							3	2												49	1							1	2	1															1							2	1	1							1	1												1		2			
chrX	46570819	46570819	1	+	SLC9A7	-	FALSE	FALSE						3																			7													2																											51																																																				
chrX	46641185	46641185	1	-	SLC9A7	-	FALSE	FALSE			1																																																																																																																		
chrX	46813134	46813134	1	-	JADE3	+	FALSE	FALSE			20		16	1		300						10							2	16	11							13		5						1	4	1042	1024	760				139				180								4	17	324					8	2	101	7	15	600					4		2081						2						31	77	1	36					15	2		3					22							1		1			
chrX	47465177	47465177	1	+	SYN1	-	FALSE	FALSE		1																1																																													1																								252									1							2														
chrX	47785681	47785681	1	-	ZNF81	+	FALSE	FALSE																																																																				1																																																	
chrX	48374556	48374556	1	-	PORCN	+	FALSE	FALSE																																																							1																																																														
chrX	48532614	48532614	1	-	WAS	+	FALSE	FALSE							1492	1				1																									1												1113	2				401			1		14	60		380						1										223														4			153		3			2																	
chrX	48579906	48579906	1	-	SUV39H1	+	FALSE	FALSE					1																108																		2																											3				5125													3								2																						2				
chrX	49065030	49065030	1	-	CACNA1F	-	FALSE	FALSE						18	2155							5																		5																											7									3							1														16											3														273			
chrX	49741909	49741909	1	-	MIR532	+	FALSE	FALSE																			4																																																																																																		
chrX	50440204	50440204	1	-	SHROOM4	-	FALSE	FALSE									2780																																											4902							18										552																								2204																								
chrX	51316750	51316750	1	+	LINC01496	-	FALSE	FALSE																																																												1612																																																									
chrX	51572037	51572037	1	+	MAGED1	+	FALSE	FALSE					6								4		241		255				5	2	3																1		116				7	6												5						33		7	4							14								17	4							2100	2															2						3	5				
chrX	53628204	53628204	1	-	HUWE1	-	FALSE	FALSE																																																							13																																																														
chrX	53691508	53691508	1	-	HUWE1	-	FALSE	FALSE													1																																													4									1																																																	3	
chrX	54178668	54178668	1	-	FAM120C	-	FALSE	FALSE																																						1																																																																															
chrX	54406812	54406812	1	-	WNK3	-	FALSE	FALSE																																										1																																																																											
chrX	56146323	56146323	1	+	KLF8	+	FALSE	FALSE							571								903	160																16	2501							5107	1081											913							27									1																								2	383							2																	
chrX	56580153	56580153	1	+	UBQLN2	+	FALSE	FALSE																																																																				1																																																	
chrX	56842982	56842982	1	-	LINC01420	+	FALSE	FALSE						1																																																508					14		2766							58																							9				271					1												1		1			
chrX	57627420	57627420	1	+	ZXDB	+	FALSE	FALSE																			2																																																																																																		
chrX	65840795	65840795	1	-	EDA2R	-	FALSE	FALSE						2																																																																																																															
chrX	67398570	67398570	1	-	OPHN1	-	FALSE	FALSE																																																																				1																																																	
chrX	68552617	68552617	1	+	LINC00269	+	FALSE	FALSE						22																																																																177					1																																										
chrX	68735844	68735844	1	-	FAM155B	+	FALSE	FALSE																											1956																																																																																										
chrX	69288510	69288510	1	+	OTUD6A	+	FALSE	FALSE							1																																																																																																														
chrX	70242458	70242458	1	+	SNX12	-	FALSE	FALSE																																																																						1																																															
chrX	70246427	70246427	1	-	SNX12	-	FALSE	FALSE																														1																																																																																							
chrX	70256509	70256509	1	+	SNX12	-	FALSE	FALSE				1																																																																			24																																														
chrX	70265927	70265927	1	-	SNX12	-	FALSE	FALSE						7								2					6						531							7																						32		4	15		1									1			502				19										2										9					1																	
chrX	70418013	70418013	1	+	BCYRN1	-	FALSE	FALSE																		2									94																																																				1																																						
chrX	70458685	70458685	1	+	ZMYM3	-	FALSE	FALSE					4								2								2	630									2							3	4						3	3												4								6	7															1	2							5									4													5	3				
chrX	70479848	70479848	1	-	ZMYM3	-	FALSE	FALSE																																																																																														18933																							
chrX	70495652	70495652	1	+	NONO	+	FALSE	FALSE																																																												383																																																									
chrX	70516918	70516918	1	-	NONO	+	FALSE	FALSE				6																			6																																									11	3																																																				
chrX	72788942	72788942	1	-	CHIC1	+	FALSE	FALSE																																						3																																																																															
chrX	72801264	72801264	1	+	CHIC1	+	FALSE	FALSE																											1																																				19																																																						
chrX	73189913	73189913	1	-	JPX	+	FALSE	FALSE		1																2									1																												3								1																								631																1						1								
chrX	76046563	76046563	1	-	MIR325HG	-	FALSE	FALSE																																																							1																																																														
chrX	77054562	77054562	1	+	ATRX	-	FALSE	FALSE																4																																																																																																					
chrX	77124401	77124401	1	+	MAGT1	-	FALSE	FALSE													32										4							20																											4									1																									1																										
chrX	77186126	77186126	1	+	ATP7A	+	FALSE	FALSE																366																										313																													78																							33																							
chrX	77186270	77186270	1	-	ATP7A	+	FALSE	FALSE																																																																																																						31															
chrX	77261546	77261546	1	+	ATP7A	+	FALSE	FALSE																																																												734																																																									
chrX	77292568	77292568	1	-	ATP7A	+	FALSE	FALSE																															1	2							1																			129										34							1															3	1																					1	1	1			
chrX	77359322	77359322	1	+	PGK1	+	FALSE	FALSE																											17																																																																																										
chrX	77359493	77359493	1	-	PGK1	+	FALSE	FALSE			60																1																			1																		2																	223																								1													1796							
chrX	78621015	78621015	1	+	ITM2A	-	FALSE	FALSE																											1																																																																																										
chrX	79999293	79999293	1	+	BRWD3	-	FALSE	FALSE		3																																																																																																																			
chrX	80496006	80496006	1	+	SH3BGRL	+	FALSE	FALSE				1																																		2																			14																																																												
chrX	80501064	80501064	1	+	SH3BGRL	+	FALSE	FALSE																				2																																																																																																	
chrX	81151838	81151838	1	-	SH3BGRL	+	FALSE	FALSE																																																															112																																																						
chrX	83348693	83348693	1	+	RPS6KA6	-	FALSE	FALSE																																																																																3																																					
chrX	83428075	83428075	1	-	RPS6KA6	-	FALSE	FALSE																																																				1121																																									554																								
chrX	85249292	85249292	1	+	CHM	-	FALSE	FALSE				28										2						52																		1																			68											2		2																				1		50								1																	
chrX	88801125	88801125	1	-	TGIF2LX	+	FALSE	FALSE																																																																						1																																															
chrX	89738979	89738979	1	-	TGIF2LX	+	FALSE	FALSE																																																																																										9																											
chrX	92281082	92281082	1	-	MIR4454	-	FALSE	FALSE																																									1																																																						1																						
chrX	93684324	93684324	1	-	FAM133A	+	FALSE	FALSE																																																															1																																																						
chrX	95817238	95817238	1	+	DIAPH2	+	FALSE	FALSE				4																																																																																																																	
chrX	95822445	95822445	1	+	DIAPH2	+	FALSE	FALSE																																																																						708																																															
chrX	96001395	96001395	1	+	DIAPH2	+	FALSE	FALSE																											13																												1																																																														
chrX	96308133	96308133	1	-	DIAPH2	+	FALSE	FALSE			7	1																																																												2																																																					
chrX	96314488	96314488	1	-	DIAPH2	+	FALSE	FALSE																							6																																																																																														
chrX	96751460	96751460	1	+	DIAPH2	+	FALSE	FALSE									6					2																																					28																	1																																																	
chrX	96833346	96833346	1	+	DIAPH2-AS1	-	FALSE	FALSE																																																																																																		1																			
chrX	102141070	102141070	1	+	LINC00630	+	FALSE	FALSE									65																																										268								5																																																										
chrX	105892417	105892417	1	+	CXorf57	+	FALSE	FALSE																											2																																																																																										
chrX	108907053	108907053	1	-	ACSL4	-	FALSE	FALSE																																																																																																																					152
chrX	109216506	109216506	1	+	TMEM164	+	FALSE	FALSE						3		3507	92							1							5																											2563	34																1		3904	1529	205				11																									17																	
