seqnames	start	end	width	strand	closest_gene	strand_gene	collision	reassigned	reassigned.to	CD13_BM_01	CD13_BM_03	CD13_BM_12	CD13_BM_18	CD14_PB_01	CD14_PB_03	CD14_PB_06	CD14_PB_09	CD14_PB_12	CD14_PB_18	CD15_BM_01	CD15_BM_03	CD15_BM_12	CD15_BM_18	CD15_PB_01	CD15_PB_03	CD15_PB_06	CD15_PB_09	CD15_PB_12	CD15_PB_18	CD19_BM_01	CD19_BM_03	CD19_BM_12	CD19_BM_18	CD19_PB_01	CD19_PB_03	CD19_PB_06	CD19_PB_09	CD19_PB_12	CD19_PB_18	CD34_BM_00	CD34_BM_01	CD34_BM_03	CD34_BM_06	CD34_BM_12	CD34_BM_18	CD3_BM_01	CD3_BM_03	CD3_BM_12	CD3_BM_18	CD3_PB_01	CD3_PB_03	CD3_PB_06	CD3_PB_09	CD3_PB_12	CD3_PB_18	CD56_BM_03	CD56_BM_12	CD56_BM_18	CD56_PB_01	CD56_PB_03	CD56_PB_06	CD56_PB_09	CD56_PB_12	CD56_PB_18	CD61_BM_12	CD61_BM_18	CFC_BM_00	CFC_BM_01	CFC_BM_03	CFC_BM_06	CFC_BM_12	CFC_PB_06	CFC_PB_09	CFC_PB_12	GLY_BM_03	GLY_BM_12	GLY_BM_18	MNC_BM_01	MNC_BM_03	MNC_BM_06	MNC_BM_12	MNC_BM_18	MNC_PB_01	MNC_PB_03	MNC_PB_06	MNC_PB_09	MNC_PB_12	MNC_PB_18	WHOLE.BM_BM_01	WHOLE.BM_BM_03	WHOLE.BM_BM_06	WHOLE.BM_BM_12	WHOLE.BM_BM_18	WHOLE.PB_PB_01	WHOLE.PB_PB_03	WHOLE.PB_PB_06	WHOLE.PB_PB_09	WHOLE.PB_PB_12	WHOLE.PB_PB_18
chr6	35603987	35603987	1	+	FKBP5	-	FALSE	FALSE																																					4288																																																						
chr6	35619514	35619514	1	+	FKBP5	-	FALSE	FALSE																																																																					1701																						
chr6	35636767	35636767	1	-	MIR5690	-	FALSE	FALSE																		948																																																																									
chr6	35648738	35648738	1	+	FKBP5	-	FALSE	FALSE																																																								1271																																			
chr6	35650263	35650263	1	+	FKBP5	-	FALSE	FALSE																																																												194																															
chr6	35650705	35650705	1	+	FKBP5	-	FALSE	FALSE																																														3																																													
chr6	35650709	35650709	1	+	FKBP5	-	FALSE	FALSE																																														1																																													
chr6	35678492	35678492	1	+	FKBP5	-	FALSE	FALSE																																																														594																													
chr6	35848757	35848757	1	+	SRPK1	-	FALSE	FALSE					8				11																																																																																		
chr6	35850498	35850498	1	+	SRPK1	-	FALSE	FALSE																																																								1164																																			
chr6	35853680	35853680	1	-	SRPK1	-	FALSE	FALSE																																93																																																											
chr6	36011363	36011363	1	-	MAPK14	+	FALSE	FALSE																	569																																																																										
chr6	36020376	36020376	1	+	MAPK14	+	FALSE	FALSE																																												3																																															
chr6	36020932	36020932	1	-	MAPK14	+	FALSE	FALSE																																												11																																															
chr6	36021147	36021147	1	+	MAPK14	+	FALSE	FALSE																																																																																							21				
chr6	36023669	36023669	1	+	MAPK14	+	FALSE	FALSE					67																										956																																																												
chr6	36045072	36045072	1	-	MAPK14	+	FALSE	FALSE																																																																																							382				
chr6	36372067	36372067	1	+	PXT1	-	FALSE	FALSE																					3																																																																						
chr6	36427980	36427980	1	+	KCTD20	+	FALSE	FALSE						104																																																																																					
chr6	36487357	36487357	1	-	STK38	-	FALSE	FALSE						58																																																																																					
chr6	36510156	36510156	1	-	STK38	-	FALSE	FALSE																																																					5491																																						
chr6	36877763	36877763	1	+	C6orf89	+	FALSE	FALSE																																																				441																																							
chr6	37332503	37332503	1	-	RNF8	+	FALSE	FALSE																																1																																																											
chr6	37855577	37855577	1	+	ZFAND3	+	FALSE	FALSE																																			605																																																								
chr6	37858769	37858769	1	-	ZFAND3	+	FALSE	FALSE																																																																																							418				
chr6	37860781	37860781	1	+	ZFAND3	+	FALSE	FALSE																			1																																																																								
chr6	37900154	37900154	1	-	ZFAND3	+	FALSE	FALSE											6																																																																																
chr6	37964585	37964585	1	-	ZFAND3	+	FALSE	FALSE																																		801																																																									
chr6	38039719	38039719	1	+	ZFAND3	+	FALSE	FALSE			519																																																																																								
chr6	40831980	40831980	1	-	LOC101929555	-	FALSE	FALSE																																																																																				2							
chr6	41056244	41056244	1	+	NFYA	+	FALSE	FALSE																																																																					206					4465																	
chr6	41955140	41955140	1	-	CCND3	-	FALSE	FALSE				415																																																																																							
chr6	42177803	42177803	1	-	MRPS10	-	FALSE	FALSE													1																																																																														
chr6	42398429	42398429	1	+	TRERF1	-	FALSE	FALSE																2																																																																											
chr6	42560372	42560372	1	+	UBR2	+	FALSE	FALSE																																																			128																																								
chr6	42566301	42566301	1	+	UBR2	+	FALSE	FALSE																																																												1062																															
chr6	42570779	42570779	1	+	UBR2	+	FALSE	FALSE																																																																									10724																		
chr6	42578613	42578613	1	-	UBR2	+	FALSE	FALSE																																	91																																																										
chr6	42582402	42582402	1	+	UBR2	+	FALSE	FALSE									96																																																																																		
chr6	42583856	42583856	1	+	UBR2	+	FALSE	FALSE						6																																																																																					
chr6	42598912	42598912	1	+	UBR2	+	FALSE	FALSE																	332																																																																										
chr6	42599037	42599037	1	-	UBR2	+	FALSE	FALSE																																																																								1																			
chr6	42643064	42643064	1	-	UBR2	+	FALSE	FALSE											1																																																														4235				9														
chr6	42730160	42730160	1	-	TBCC	-	FALSE	FALSE																																																																																										314	
chr6	42745518	42745518	1	+	TBCC	-	FALSE	FALSE																																																																																							823				
chr6	42768494	42768494	1	+	GLTSCR1L	+	FALSE	FALSE						162																																																																																					
chr6	42803412	42803412	1	-	GLTSCR1L	+	FALSE	FALSE										32					806																																																						211																						
chr6	42804213	42804213	1	+	GLTSCR1L	+	FALSE	FALSE																		1330																																																																									
chr6	42944815	42944815	1	+	PEX6	-	FALSE	FALSE										9																																																																																	
chr6	43097861	43097861	1	-	PTK7	+	FALSE	FALSE																																																																																							10				
chr6	43175025	43175025	1	-	CUL9	+	FALSE	FALSE																																																																												1804															
chr6	43175849	43175849	1	-	CUL9	+	FALSE	FALSE																																																													816																														
chr6	43313124	43313124	1	+	ZNF318	-	FALSE	FALSE																		4197																																																																									
chr6	43514273	43514273	1	+	XPO5	-	FALSE	FALSE																					471																																																																						
chr6	43546999	43546999	1	+	POLH	+	FALSE	FALSE																																																																						427																					
chr6	43561144	43561144	1	-	POLH	+	FALSE	FALSE																													4573																																																														
chr6	43567381	43567381	1	+	POLH	+	FALSE	FALSE																																	16																																																										
chr6	43983465	43983465	1	-	C6orf223	+	FALSE	FALSE																																																																																							13				
chr6	44363146	44363146	1	-	CDC5L	+	FALSE	FALSE																				438																																																																							
chr6	44381221	44381221	1	-	CDC5L	+	FALSE	FALSE																																																													116																														
chr6	44391124	44391124	1	+	CDC5L	+	FALSE	FALSE																											2481																																																																
chr6	44959525	44959525	1	+	SUPT3H	-	FALSE	FALSE																																																											5																																
chr6	44972230	44972230	1	-	SUPT3H	-	FALSE	FALSE																														55																																										621																			
chr6	45193931	45193931	1	+	MIR586	-	FALSE	FALSE																																																														2515																													
chr6	45226596	45226596	1	+	MIR586	-	FALSE	FALSE																																																												73																															
chr6	45243460	45243460	1	-	SUPT3H	-	FALSE	FALSE																		4																																																																									
chr6	45295929	45295929	1	-	RUNX2	+	FALSE	FALSE																																																													1064																														
chr6	45299182	45299182	1	+	RUNX2	+	FALSE	FALSE																																																																																							187				
chr6	45302521	45302521	1	-	RUNX2	+	FALSE	FALSE																456																																																																											
chr6	45304462	45304462	1	-	RUNX2	+	FALSE	FALSE																																																																					500																						
chr6	45304466	45304466	1	-	RUNX2	+	FALSE	FALSE																																																								1176																																			
chr6	45314177	45314177	1	-	RUNX2	+	FALSE	FALSE																473																																																																											
chr6	45443973	45443973	1	-	RUNX2	+	FALSE	FALSE																	661																																																																										
chr6	45450037	45450037	1	+	RUNX2	+	FALSE	FALSE						1																																																																																					
chr6	45467870	45467870	1	-	RUNX2	+	FALSE	FALSE																																																																									1																		
chr6	45596683	45596683	1	+	RUNX2	+	FALSE	FALSE																																																													1169																														
chr6	46392021	46392021	1	-	RCAN2	-	FALSE	FALSE																																																																							8																				
chr6	47547778	47547778	1	-	CD2AP	+	FALSE	FALSE																																																																1																											
chr6	47548785	47548785	1	-	CD2AP	+	FALSE	FALSE												1258																																																																															
chr6	47558830	47558830	1	+	CD2AP	+	FALSE	FALSE												177																										20740																																847																					
chr6	49746698	49746698	1	+	PGK2	-	FALSE	FALSE																																702																																																											
chr6	50907514	50907514	1	+	TFAP2B	+	FALSE	FALSE						9																																																																																					
chr6	52957823	52957823	1	-	FBXO9	+	FALSE	FALSE																																1																																																											
chr6	53864568	53864568	1	+	MLIP-IT1	+	FALSE	FALSE																						15452																																																																					
chr6	55109856	55109856	1	+	HCRTR2	+	FALSE	FALSE						289																																																																																					
chr6	56359159	56359159	1	+	DST	-	FALSE	FALSE						35																																																																																					
chr6	56367298	56367298	1	-	DST	-	FALSE	FALSE		382																																																																																									
chr6	56619459	56619459	1	-	RNU6-71P	-	FALSE	FALSE						28																																																																																					
chr6	56990638	56990638	1	-	ZNF451	+	FALSE	FALSE																																981																																																											
chr6	57481803	57481803	1	+	PRIM2	+	FALSE	FALSE																																												142																																															
chr6	62390369	62390369	1	+	KHDRBS2	-	FALSE	FALSE																																184																																																											
chr6	62828538	62828538	1	-	KHDRBS2	-	FALSE	FALSE																																				1																																																							
chr6	62978261	62978261	1	+	KHDRBS2	-	FALSE	FALSE						237																																																																																					
chr6	62992451	62992451	1	-	KHDRBS2	-	FALSE	FALSE																																																													139																														
chr6	63071641	63071641	1	+	KHDRBS2	-	FALSE	FALSE																																368																																																											
chr6	64382778	64382778	1	+	PHF3	+	FALSE	FALSE																																																								5526																																			
chr6	64620891	64620891	1	-	EYS	-	FALSE	FALSE																																																																																						174					
chr6	64657838	64657838	1	-	EYS	-	FALSE	FALSE																																																																												1															
chr6	64657843	64657843	1	-	EYS	-	FALSE	FALSE																																																																												7809															
chr6	64928910	64928910	1	+	EYS	-	FALSE	FALSE						67																																																																																					
chr6	65676888	65676888	1	-	EYS	-	FALSE	FALSE																																																																														1152													
chr6	65759748	65759748	1	-	EYS	-	FALSE	FALSE								30086																																																					8570	597										4625																			
chr6	65949237	65949237	1	-	EYS	-	FALSE	FALSE																																																																																		1680									
chr6	66101507	66101507	1	-	EYS	-	FALSE	FALSE																																																																																							1				
chr6	67791067	67791067	1	+	LOC102723883	+	FALSE	FALSE												860																																																																															
chr6	67939016	67939016	1	+	LOC102723883	+	FALSE	FALSE																274																																																																											
chr6	69379871	69379871	1	+	BAI3	+	FALSE	FALSE						5																																																																																					
chr6	70001891	70001891	1	+	BAI3	+	FALSE	FALSE																																																				49																																							
chr6	71198006	71198006	1	+	FAM135A	+	FALSE	FALSE																																																																																								37			
chr6	71373279	71373279	1	-	SMAP1	+	FALSE	FALSE																																		1																																																									
chr6	74416179	74416179	1	+	CD109	+	FALSE	FALSE						113																																																																																					
chr6	74422020	74422020	1	+	CD109	+	FALSE	FALSE																106																																																																											
chr6	74422025	74422025	1	+	CD109	+	FALSE	FALSE																1																																																																											
chr6	74587181	74587181	1	+	CD109	+	FALSE	FALSE																																																														709																													
chr6	75233258	75233258	1	-	LOC101928516	+	FALSE	FALSE											1031																																																																																
chr6	76081899	76081899	1	-	FILIP1	-	FALSE	FALSE																																																1																																											
chr6	76341488	76341488	1	-	SENP6	+	FALSE	FALSE																																						3816																																																					
chr6	76341806	76341806	1	+	SENP6	+	FALSE	FALSE																																212																																																											
chr6	77627259	77627259	1	-	HTR1B	-	FALSE	FALSE																																	1																																																										
chr6	78032429	78032429	1	-	HTR1B	-	FALSE	FALSE						461																																																																																					
chr6	78545627	78545627	1	+	MEI4	+	FALSE	FALSE												2302																																																																															
chr6	79664272	79664272	1	-	PHIP	-	FALSE	FALSE																																																													31																														
chr6	79671668	79671668	1	+	PHIP	-	FALSE	FALSE																																																																												77															
chr6	79766037	79766037	1	+	PHIP	-	FALSE	FALSE																	3																																																																										
chr6	79797543	79797543	1	+	PHIP	-	FALSE	FALSE																																																														1323																													
chr6	82856283	82856283	1	+	IBTK	-	FALSE	FALSE																																31																																																											
chr6	83563315	83563315	1	-	UBE3D	-	FALSE	FALSE																																																													2																														
chr6	83863529	83863529	1	+	DOPEY1	+	FALSE	FALSE																1																																																																											
chr6	83864531	83864531	1	+	DOPEY1	+	FALSE	FALSE																																121																																																											
chr6	84138666	84138666	1	+	ME1	-	FALSE	FALSE					116																													415																											3562								367																681						
chr6	84166739	84166739	1	+	ME1	-	FALSE	FALSE																																														605																																													
chr6	84626067	84626067	1	-	CYB5R4	+	FALSE	FALSE																																	1																																																										
chr6	88255405	88255405	1	-	RARS2	-	FALSE	FALSE						37																																																																																					
chr6	89511922	89511922	1	+	RNGTT	-	FALSE	FALSE																471																																																																											
chr6	89562193	89562193	1	+	RNGTT	-	FALSE	FALSE						66																																																																																					
chr6	90877722	90877722	1	+	BACH2	-	FALSE	FALSE																																																																																			914								
chr6	90980237	90980237	1	-	BACH2	-	FALSE	FALSE																																																																																							9				
chr6	91225984	91225984	1	+	MAP3K7	-	FALSE	FALSE																																																													3009																														
chr6	92146095	92146095	1	-	MIR4643	+	FALSE	FALSE																																												81																																															
chr6	92528933	92528933	1	-	CASC6	-	FALSE	FALSE									52																																																																																		
chr6	93163457	93163457	1	-	CASC6	-	FALSE	FALSE																		30																																																																									
chr6	93258380	93258380	1	-	EPHA7	-	FALSE	FALSE																																																													151																														
chr6	96022064	96022064	1	-	MANEA-AS1	-	FALSE	FALSE																																																																101																											
chr6	96031234	96031234	1	+	MANEA	+	FALSE	FALSE																		328																																																																									
chr6	96983183	96983183	1	+	UFL1	+	FALSE	FALSE																615																																																																											
chr6	97375077	97375077	1	-	KLHL32	+	FALSE	FALSE																																																																																						8235					
chr6	99330809	99330809	1	-	FBXL4	-	FALSE	FALSE																43																																																																											
chr6	101034702	101034702	1	-	ASCC3	-	FALSE	FALSE																																																											8947																																
chr6	101289055	101289055	1	-	ASCC3	-	FALSE	FALSE																																																												3																															
chr6	106736601	106736601	1	-	ATG5	-	FALSE	FALSE									619																																																																																		
chr6	108534676	108534676	1	+	SNX3	-	FALSE	FALSE														16																																																																													
chr6	108939937	108939937	1	+	FOXO3	+	FALSE	FALSE						336																																																																																					
chr6	108942588	108942588	1	+	FOXO3	+	FALSE	FALSE																																																																																							4354				
chr6	108977517	108977517	1	+	FOXO3	+	FALSE	FALSE																																																													777																														
chr6	109120274	109120274	1	+	LINC00222	+	FALSE	FALSE																																																																																							1011				
chr6	109341373	109341373	1	-	SESN1	-	FALSE	FALSE																																																						798																																					
chr6	109345539	109345539	1	+	SESN1	-	FALSE	FALSE													66																																																																														
chr6	109426955	109426955	1	-	CEP57L1	+	FALSE	FALSE															771																3935																																																												
chr6	109438844	109438844	1	+	CEP57L1	+	FALSE	FALSE						3																																																																																					
chr6	109645973	109645973	1	-	CCDC162P	+	FALSE	FALSE						119																																																																																					
chr6	110405696	110405696	1	+	WASF1	-	FALSE	FALSE																																14																																																											
chr6	110791145	110791145	1	-	SLC22A16	-	FALSE	FALSE															6																																																																												
chr6	110930956	110930956	1	-	CDK19	-	FALSE	FALSE																																284																																																											
chr6	111038756	111038756	1	-	CDK19	-	FALSE	FALSE						153																																																																																					
chr6	111099062	111099062	1	-	CDK19	-	FALSE	FALSE													17																																																1										16																				
chr6	111722832	111722832	1	+	REV3L	-	FALSE	FALSE																																																																																353											
chr6	113108168	113108168	1	+	RFPL4B	+	FALSE	FALSE																																1																																																											
chr6	115398258	115398258	1	+	LOC101927768	+	FALSE	FALSE						169																																																																																					
chr6	116462940	116462940	1	+	COL10A1	-	FALSE	FALSE																									361																																																																		
chr6	116556233	116556233	1	-	NT5DC1	+	FALSE	FALSE																																																																			323																								
chr6	116774563	116774563	1	+	FAM26F	+	FALSE	FALSE																31																																																																											
chr6	117890521	117890521	1	+	GOPC	-	FALSE	FALSE																152																																																																											
chr6	118934755	118934755	1	-	CEP85L	-	FALSE	FALSE																																																																														95													
chr6	118949178	118949178	1	-	CEP85L	-	FALSE	FALSE																																																									1227																																		
chr6	119565933	119565933	1	-	MAN1A1	-	FALSE	FALSE																														144																																																													
chr6	123034090	123034090	1	+	PKIB	+	FALSE	FALSE																																133																																																											
chr6	124133544	124133544	1	+	NKAIN2	+	FALSE	FALSE																																363																																																											
chr6	124277378	124277378	1	+	NKAIN2	+	FALSE	FALSE																																554																																																											
chr6	124605379	124605379	1	+	NKAIN2	+	FALSE	FALSE		781																																																																				911																					
chr6	126675958	126675958	1	-	CENPW	+	FALSE	FALSE																																626																																																											
chr6	126991808	126991808	1	-	MIR588	+	FALSE	FALSE																88																																																																											
chr6	127637025	127637025	1	+	ECHDC1	-	FALSE	FALSE																																																																												804															
chr6	127639295	127639295	1	+	ECHDC1	-	FALSE	FALSE																																																								76															938																				
chr6	128323627	128323627	1	-	PTPRK	-	FALSE	FALSE																																	1																																																										
chr6	128548938	128548938	1	-	PTPRK	-	FALSE	FALSE												154																																																																															
chr6	128628988	128628988	1	+	PTPRK	-	FALSE	FALSE																443																																																																											
chr6	130702802	130702802	1	-	TMEM200A	+	FALSE	FALSE																292																																																																											
chr6	131276097	131276097	1	-	EPB41L2	-	FALSE	FALSE												29																																																																															
chr6	132598549	132598549	1	-	MOXD1	-	FALSE	FALSE																																																																							344																				
chr6	135287117	135287117	1	-	HBS1L	-	FALSE	FALSE																				1017																																																																							
chr6	135625034	135625034	1	-	AHI1	-	FALSE	FALSE																659																																																																											
chr6	135733488	135733488	1	+	AHI1	-	FALSE	FALSE												1231																																																																															
chr6	136767174	136767174	1	+	MAP7	-	FALSE	FALSE											84																																																																																
chr6	136986906	136986906	1	-	MAP3K5	-	FALSE	FALSE								658																																																										143																									
chr6	137022144	137022144	1	+	MAP3K5	-	FALSE	FALSE																																5																																																											
chr6	138814109	138814109	1	+	NHSL1	-	FALSE	FALSE																																												4303																																															
chr6	139474805	139474805	1	-	HECA	+	FALSE	FALSE																																																											2																																
chr6	140384550	140384550	1	+	LOC100507477	+	FALSE	FALSE																																																																												967															
chr6	140891918	140891918	1	-	MIR4465	+	FALSE	FALSE																																																																					4																						
chr6	141200423	141200423	1	-	MIR4465	+	FALSE	FALSE																																																												129																															
chr6	141852523	141852523	1	-	NMBR	-	FALSE	FALSE																																289																																																											
chr6	142532322	142532322	1	+	VTA1	+	FALSE	FALSE																																242																																																											
chr6	142619491	142619491	1	+	GPR126	+	FALSE	FALSE																		120																																																																									
chr6	142712131	142712131	1	+	GPR126	+	FALSE	FALSE		1041										213																																																										931																					
chr6	142731499	142731499	1	-	GPR126	+	FALSE	FALSE																																																																																							489				
chr6	143121888	143121888	1	-	HIVEP2	-	FALSE	FALSE																																																																																						284					
chr6	143209341	143209341	1	+	HIVEP2	-	FALSE	FALSE									353																																																																															10712			
chr6	143209346	143209346	1	+	HIVEP2	-	FALSE	FALSE																																																																																								4			
chr6	143260218	143260218	1	-	HIVEP2	-	FALSE	FALSE																																155																																																											
chr6	143443463	143443463	1	-	AIG1	+	FALSE	FALSE																																	12																																																										
chr6	143810075	143810075	1	+	PEX3	+	FALSE	FALSE																									1803																																																																		
chr6	144053819	144053819	1	-	PHACTR2	+	FALSE	FALSE																																																													37																														
chr6	144688094	144688094	1	+	UTRN	+	FALSE	FALSE						1																																																																																					
chr6	144956535	144956535	1	-	UTRN	+	FALSE	FALSE																1																																																																											
chr6	145133539	145133539	1	-	UTRN	+	FALSE	FALSE																																118																																																											
chr6	146161670	146161670	1	-	LOC100507557	+	FALSE	FALSE																																														5																																													
chr6	146875648	146875648	1	-	RAB32	+	FALSE	FALSE						1050																																																																																					
chr6	146879141	146879141	1	+	RAB32	+	FALSE	FALSE						61																																																																																					
chr6	147613243	147613243	1	-	STXBP5	+	FALSE	FALSE																							2737																																																																				
chr6	149643820	149643820	1	+	TAB2	+	FALSE	FALSE																					1																																																																						
chr6	149674322	149674322	1	+	TAB2	+	FALSE	FALSE																																																												2073																															
chr6	149684889	149684889	1	-	TAB2	+	FALSE	FALSE							992																																																																																				
chr6	149690368	149690368	1	+	TAB2	+	FALSE	FALSE																				814																																																																							
chr6	149696107	149696107	1	-	TAB2	+	FALSE	FALSE									1529																																																																																		
chr6	149705620	149705620	1	+	TAB2	+	FALSE	FALSE																																																					570																																						
chr6	149706324	149706324	1	-	TAB2	+	FALSE	FALSE																															6639																																																								859				
chr6	150938533	150938533	1	+	PLEKHG1	+	FALSE	FALSE																																																													2																														
chr6	151291283	151291283	1	+	MTHFD1L	+	FALSE	FALSE																																27																																																											
chr6	152103658	152103658	1	+	ESR1	+	FALSE	FALSE							45																																																																																				
chr6	153046821	153046821	1	+	MYCT1	+	FALSE	FALSE											193																																																																																
chr6	155068395	155068395	1	-	SCAF8	+	FALSE	FALSE																																															3814																																												
chr6	155142515	155142515	1	-	SCAF8	+	FALSE	FALSE																																																																																							1				
chr6	156279690	156279690	1	+	MIR1202	+	FALSE	FALSE																																																																													836														
chr6	156727346	156727346	1	+	ARID1B	+	FALSE	FALSE		165																																																																																									
chr6	156782030	156782030	1	-	ARID1B	+	FALSE	FALSE																																																														31323																													
chr6	157107077	157107077	1	-	MIR4466	-	FALSE	FALSE																																																																																							6				
chr6	158691137	158691137	1	+	TULP4	+	FALSE	FALSE																																																																																			551								
chr6	159304570	159304570	1	-	C6orf99	+	FALSE	FALSE																																																																																				1							
chr6	160175227	160175227	1	+	WTAP	+	FALSE	FALSE																																4																																																											
chr6	161428563	161428563	1	+	MAP3K4	+	FALSE	FALSE																																																						921																																					
chr6	161431038	161431038	1	+	MAP3K4	+	FALSE	FALSE		16																																																																																									
chr6	161513331	161513331	1	+	MAP3K4	+	FALSE	FALSE																																														10																																													
chr6	163166255	163166255	1	-	PACRG	+	FALSE	FALSE					242																																							56												795																																			
chr6	163865170	163865170	1	+	QKI	+	FALSE	FALSE																																																																															5003												
chr6	165815092	165815092	1	-	PDE10A	-	FALSE	FALSE						111																																																																																					
chr6	168539131	168539131	1	+	FRMD1	-	FALSE	FALSE																																																																																							1				
chr6	170104472	170104472	1	+	C6orf120	+	FALSE	FALSE																															1991																																																												
chr6	170699460	170699460	1	-	FAM120B	+	FALSE	FALSE																																												598																																															
chr7	781898	781898	1	-	DNAAF5	+	FALSE	FALSE								1364																																																																																			
chr7	807533	807533	1	-	DNAAF5	+	FALSE	FALSE																																	2836																											1150																															
chr7	923395	923395	1	-	GET4	+	FALSE	FALSE																11																																																																											
chr7	988803	988803	1	-	ADAP1	-	FALSE	FALSE																																																													315																														
chr7	1010872	1010872	1	-	COX19	-	FALSE	FALSE																							7854																																																																				
chr7	1011971	1011971	1	-	COX19	-	FALSE	FALSE																																												1																																															
chr7	1093747	1093747	1	+	GPR146	+	FALSE	FALSE													2618																																																																														
chr7	1172727	1172727	1	-	C7orf50	-	FALSE	FALSE																												27																																																															
chr7	1562936	1562936	1	-	MAFK	+	FALSE	FALSE						222																																																																																					
chr7	1576090	1576090	1	-	MAFK	+	FALSE	FALSE																																																				2996																																							
chr7	2067063	2067063	1	-	MAD1L1	-	FALSE	FALSE																	3																																																																										
chr7	2217010	2217010	1	+	MAD1L1	-	FALSE	FALSE																																						13167																																																					
chr7	2399585	2399585	1	+	EIF3B	+	FALSE	FALSE																																			11485											160																																													
chr7	2408186	2408186	1	-	EIF3B	+	FALSE	FALSE																6																																																																											
chr7	2593090	2593090	1	-	BRAT1	-	FALSE	FALSE																																725																																																											
chr7	2625124	2625124	1	+	IQCE	+	FALSE	FALSE																											917																																																																
chr7	2782116	2782116	1	+	GNA12	-	FALSE	FALSE																																																																																							71				
chr7	2783095	2783095	1	-	GNA12	-	FALSE	FALSE																																																						1076																																					
chr7	2789590	2789590	1	+	GNA12	-	FALSE	FALSE																				725																																			4635											987												1021													
chr7	2807856	2807856	1	+	GNA12	-	FALSE	FALSE																																																																																							388				
chr7	2821121	2821121	1	-	GNA12	-	FALSE	FALSE																																																																																							1368				
chr7	2864477	2864477	1	-	GNA12	-	FALSE	FALSE						464																																																																																					
chr7	2874864	2874864	1	-	GNA12	-	FALSE	FALSE																																																													175										506																				
chr7	2972707	2972707	1	-	CARD11	-	FALSE	FALSE																																																																																								1			
chr7	3571460	3571460	1	+	SDK1	+	FALSE	FALSE						154																																																																																					
chr7	5444239	5444239	1	+	TNRC18	-	FALSE	FALSE																							3458																																																																				
chr7	5506730	5506730	1	-	FBXL18	-	FALSE	FALSE																																																																												6272															
chr7	5675998	5675998	1	-	RNF216	-	FALSE	FALSE						62																																																																																					
chr7	5791073	5791073	1	-	RNF216	-	FALSE	FALSE		1548																																																																																									
chr7	5923436	5923436	1	+	OCM	+	FALSE	FALSE																																																																																							8				
chr7	6039412	6039412	1	+	PMS2	-	FALSE	FALSE																																																				2																																							
chr7	6183018	6183018	1	-	USP42	+	FALSE	FALSE																																29																																																											
chr7	7288315	7288315	1	-	C1GALT1	+	FALSE	FALSE						12																																																																																					
chr7	7623987	7623987	1	+	MIOS	+	FALSE	FALSE						91																																																																																					
chr7	7726372	7726372	1	-	RPA3	-	FALSE	FALSE																										230																																																																	
chr7	8013171	8013171	1	+	GLCCI1	+	FALSE	FALSE					1																																																																																						
chr7	8290742	8290742	1	-	ICA1	-	FALSE	FALSE																																	300																																																										
chr7	9621063	9621063	1	+	PER4	+	FALSE	FALSE																																																														10062																													
chr7	10614724	10614724	1	+	NDUFA4	-	FALSE	FALSE																																616																																																											
chr7	10868928	10868928	1	+	NDUFA4	-	FALSE	FALSE																																																																													3														
chr7	11141106	11141106	1	-	PHF14	+	FALSE	FALSE																																																											767																																
chr7	11188382	11188382	1	+	PHF14	+	FALSE	FALSE					5																																																																																						
chr7	12381509	12381509	1	+	VWDE	-	FALSE	FALSE																																																											3022																																
chr7	12409981	12409981	1	+	VWDE	-	FALSE	FALSE							1573																																																																																				
chr7	15372801	15372801	1	+	AGMO	-	FALSE	FALSE																																														1570																											2118																		
chr7	15415839	15415839	1	+	AGMO	-	FALSE	FALSE																																467																																																											
chr7	15877203	15877203	1	+	MEOX2-AS1	+	FALSE	FALSE		82																																																																																									
chr7	16531805	16531805	1	-	SOSTDC1	-	FALSE	FALSE																																																											1522																																
chr7	16672572	16672572	1	+	ANKMY2	-	FALSE	FALSE																38																																																																											
chr7	17329823	17329823	1	+	AHR	+	FALSE	FALSE																																																						1647																																					
chr7	17335157	17335157	1	-	AHR	+	FALSE	FALSE																																														1873																																													
chr7	17859353	17859353	1	+	SNX13	-	FALSE	FALSE																																																																																									1912		
chr7	17875955	17875955	1	-	SNX13	-	FALSE	FALSE																																																																																							1				
chr7	17892990	17892990	1	-	SNX13	-	FALSE	FALSE																																																																																							876				
chr7	18501809	18501809	1	-	HDAC9	+	FALSE	FALSE												114																																																																															
chr7	18551055	18551055	1	-	HDAC9	+	FALSE	FALSE																																60																																																											
chr7	20058516	20058516	1	-	LOC101927668	-	FALSE	FALSE																																																													280																														
chr7	20419497	20419497	1	+	ITGB8	+	FALSE	FALSE																																8																																																											
chr7	20969941	20969941	1	+	LINC01162	+	FALSE	FALSE						90																																																																																					
chr7	21057176	21057176	1	-	LINC01162	+	FALSE	FALSE																																																								1331																																			
chr7	21322996	21322996	1	-	SP4	+	FALSE	FALSE																																		1110																																																									
chr7	23039745	23039745	1	-	FAM126A	-	FALSE	FALSE						36																																																																																					
chr7	24615597	24615597	1	+	MPP6	+	FALSE	FALSE																																203																																																											
chr7	24663902	24663902	1	+	MPP6	+	FALSE	FALSE									69																																																																																		
chr7	24682541	24682541	1	+	MPP6	+	FALSE	FALSE																																																																							4270																				
chr7	24884030	24884030	1	-	OSBPL3	-	FALSE	FALSE																																17																																																											
