#Root Gene: Cl_chr1:0,200000000	 Tot. Edges: 15440
#Edge	Weight	Prob ( > 0 )	Cis/Trans
TCTEX1D1--SLC35D1	0.298444	0.409471	CIS
TCTEX1D1--GADD45A	0.300924	0.449549	CIS
TCTEX1D1--IL23R	0.298444	0.409471	CIS
TCTEX1D1--WDR78	0.298444	0.409471	CIS
TCTEX1D1--INSL5	0.298444	0.409471	CIS
TCTEX1D1--TCTEX1D1	0.298444	0.409471	CIS
TCTEX1D1--MIER1	0.298444	0.409471	CIS
TCTEX1D1--NEGR1	0.303272	0.487472	CIS
TCTEX1D1--GNG12	0.300924	0.449549	CIS
TCTEX1D1--LRRC8D	0.292153	0.307832	CIS
TCTEX1D1--WLS	0.300924	0.449549	CIS
TCTEX1D1--LRRC40	0.296232	0.373739	CIS
TCTEX1D1--MSH4	0.299733	0.430293	CIS
TCTEX1D1--GCLM	0.290105	0.274739	CIS
TCTEX1D1--ST6GALNAC5	0.298964	0.417875	CIS
TCTEX1D1--DPYD	0.292436	0.312393	CIS
TCTEX1D1--COL24A1	0.298407	0.408880	CIS
TCTEX1D1--C1orf141	0.298444	0.409471	CIS
INSL5--MIER1	0.298444	0.409471	CIS
INSL5--SLC35D1	0.298444	0.409471	CIS
INSL5--WDR78	0.298444	0.409471	CIS
INSL5--TTLL7	0.295695	0.365059	CIS
WDR78--WDR78	0.298444	0.409471	CIS
WDR78--GNG12	0.300924	0.449549	CIS
WDR78--MIER1	0.298444	0.409471	CIS
WDR78--IL23R	0.298444	0.409471	CIS
WDR78--FPGT-TNNI3K	0.304074	0.500436	CIS
WDR78--TNNI3K	0.304074	0.500436	CIS
WDR78--SLC35D1	0.298444	0.409471	CIS
WDR78--IL12RB2	0.298444	0.409471	CIS
WDR78--WLS	0.300924	0.449549	CIS
WDR78--DIRAS3	0.300924	0.449549	CIS
WDR78--AK5	0.298964	0.417875	CIS
WDR78--ABCA4	0.290105	0.274739	CIS
WDR78--SERBP1	0.298444	0.409471	CIS
WDR78--SPAG17	0.292392	0.311690	CIS
WDR78--PTBP2	0.292436	0.312393	CIS
WDR78--SLC6A17	0.290851	0.286796	CIS
WDR78--LRRC7	0.296232	0.373739	CIS
WDR78--GBP6	0.297394	0.392509	CIS
WDR78--SAMD13	0.295695	0.365059	CIS
WDR78--NEGR1	0.298786	0.414990	CIS
WDR78--SH3GLB1	0.294556	0.346653	CIS
WDR78--CTH	0.296232	0.373739	CIS
WDR78--C1orf141	0.298444	0.409471	CIS
MIER1--LPAR3	0.300683	0.445645	CIS
MIER1--ST6GALNAC3	0.299733	0.430293	CIS
MIER1--MIER1	0.298444	0.409471	CIS
MIER1--NEGR1	0.298786	0.414990	CIS
MIER1--IL23R	0.298444	0.409471	CIS
MIER1--KIAA1324	0.295323	0.359042	CIS
MIER1--SLC35D1	0.298444	0.409471	CIS
MIER1--C1orf141	0.298444	0.409471	CIS
MIER1--LRRC7	0.296232	0.373739	CIS
MIER1--EVI5	0.293325	0.326759	CIS
MIER1--WLS	0.300924	0.449549	CIS
MIER1--ZZZ3	0.297776	0.398672	CIS
MIER1--AK5	0.298964	0.417875	CIS
MIER1--GNG12	0.300924	0.449549	CIS
MIER1--IL12RB2	0.298444	0.409471	CIS
MIER1--COL24A1	0.298407	0.408880	CIS
MIER1--ANKRD13C	0.296232	0.373739	CIS
MIER1--SLC44A5	0.305153	0.517879	CIS
MIER1--S1PR1	0.297491	0.394079	CIS
MIER1--ZNHIT6	0.298407	0.408880	CIS
SLC35D1--IL23R	0.298444	0.409471	CIS
SLC35D1--SLC35D1	0.298444	0.409471	CIS
SLC35D1--COL11A1	0.295118	0.355740	CIS
SLC35D1--C1orf141	0.298444	0.409471	CIS
SLC35D1--GNG12	0.300924	0.449549	CIS
SLC35D1--ST6GALNAC5	0.298964	0.417875	CIS
SLC35D1--COL24A1	0.298407	0.408880	CIS
SLC35D1--FRRS1	0.300145	0.436960	CIS
SLC35D1--IL12RB2	0.298444	0.409471	CIS
SLC35D1--NTNG1	0.291367	0.295120	CIS
SLC35D1--LEPR	0.300299	0.439439	CIS
SLC35D1--SH3GLB1	0.294556	0.346653	CIS
SLC35D1--WLS	0.300924	0.449549	CIS
SLC35D1--CLCA1	0.298407	0.408880	CIS
SLC35D1--LRRC7	0.296232	0.373739	CIS
SLC35D1--ST6GALNAC3	0.299733	0.430293	CIS
SLC35D1--PRKACB	0.295695	0.365059	CIS
SLC35D1--TGFBR3	0.286733	0.220253	CIS
SLC35D1--SNX7	0.295888	0.368170	CIS
SLC35D1--SERBP1	0.298444	0.409471	CIS
SLC35D1--LPHN2	0.296166	0.372673	CIS
C1orf141--C1orf141	0.298444	0.409471	CIS
C1orf141--IL23R	0.298444	0.409471	CIS
C1orf141--IL12RB2	0.298444	0.409471	CIS
C1orf141--EVI5	0.293325	0.326759	CIS
C1orf141--ST6GALNAC5	0.298964	0.417875	CIS
C1orf141--SERBP1	0.298444	0.409471	CIS
C1orf141--ST7L	0.289944	0.272139	CIS
C1orf141--DDAH1	0.300683	0.445645	CIS
C1orf141--GBP2	0.297394	0.392509	CIS
IL23R--IL23R	0.298444	0.409471	CIS
IL23R--SERBP1	0.298444	0.409471	CIS
IL23R--IL12RB2	0.298444	0.409471	CIS
IL23R--EPS8L3	0.290851	0.286796	CIS
IL23R--GNG12	0.300924	0.449549	CIS
IL23R--WLS	0.300924	0.449549	CIS
IL23R--RPE65	0.300924	0.449549	CIS
IL23R--NEGR1	0.298786	0.414990	CIS
IL23R--DPYD	0.295760	0.366110	CIS
IL23R--LRRIQ3	0.304074	0.500436	CIS
IL23R--CLCA2	0.298407	0.408880	CIS
IL23R--C1orf52	0.300683	0.445645	CIS
IL23R--ST6GALNAC3	0.298964	0.417875	CIS
IL23R--ANKRD13C	0.296232	0.373739	CIS
IL23R--EVI5	0.293325	0.326759	CIS
IL23R--LRRC7	0.296232	0.373739	CIS
IL23R--CRYZ	0.305153	0.517879	CIS
IL23R--TYW3	0.305153	0.517879	CIS
IL23R--BTBD8	0.286733	0.220253	CIS
IL23R--ZNF644	0.290276	0.277507	CIS
IL23R--AMPD2	0.290851	0.286796	CIS
IL23R--PIGK	0.298964	0.417875	CIS
IL23R--FAM102B	0.295323	0.359042	CIS
IL23R--FCGR1B	0.291448	0.296443	CIS
IL23R--ABCD3	0.290105	0.274739	CIS
IL23R--FPGT-TNNI3K	0.304074	0.500436	CIS
IL23R--TNNI3K	0.304074	0.500436	CIS
IL23R--SLC44A5	0.305153	0.517879	CIS
IL12RB2--IL12RB2	0.298444	0.409471	CIS
IL12RB2--GBP6	0.297394	0.392509	CIS
IL12RB2--GNG12	0.300924	0.449549	CIS
IL12RB2--TMEM56	0.296984	0.385877	CIS
IL12RB2--TMEM56-RWDD3	0.296984	0.385877	CIS
IL12RB2--WLS	0.300924	0.449549	CIS
IL12RB2--SNX7	0.295888	0.368170	CIS
IL12RB2--SERBP1	0.298444	0.409471	CIS
IL12RB2--COL24A1	0.298407	0.408880	CIS
IL12RB2--LPHN2	0.296166	0.372673	CIS
IL12RB2--ZZZ3	0.297776	0.398672	CIS
IL12RB2--PKN2	0.297394	0.392509	CIS
IL12RB2--ST6GALNAC5	0.298964	0.417875	CIS
IL12RB2--ASB17	0.299733	0.430293	CIS
IL12RB2--HS2ST1	0.294556	0.346653	CIS
IL12RB2--GFI1	0.286733	0.220253	CIS
IL12RB2--FPGT-TNNI3K	0.304074	0.500436	CIS
IL12RB2--TNNI3K	0.304074	0.500436	CIS
IL12RB2--LEPR	0.298843	0.415926	CIS
IL12RB2--NEGR1	0.298786	0.414990	CIS
IL12RB2--RPAP2	0.286733	0.220253	CIS
IL12RB2--ST6GALNAC3	0.298964	0.417875	CIS
IL12RB2--PTGER3	0.303272	0.487472	CIS
IL12RB2--DPH5	0.297491	0.394079	CIS
IL12RB2--PRKACB	0.295695	0.365059	CIS
IL12RB2--LRRC8C	0.292153	0.307832	CIS
IL12RB2--LPPR5	0.295888	0.368170	CIS
SERBP1--ST6GALNAC3	0.298964	0.417875	CIS
SERBP1--FPGT-TNNI3K	0.304074	0.500436	CIS
SERBP1--TNNI3K	0.304074	0.500436	CIS
SERBP1--GNG12	0.300924	0.449549	CIS
SERBP1--SERBP1	0.298444	0.409471	CIS
SERBP1--NEGR1	0.298786	0.414990	CIS
SERBP1--LRRC7	0.296232	0.373739	CIS
SERBP1--PTGER3	0.303272	0.487472	CIS
SERBP1--WLS	0.300924	0.449549	CIS
SERBP1--SNX7	0.295888	0.368170	CIS
SERBP1--DEPDC1	0.300924	0.449549	CIS
SERBP1--DPYD	0.292436	0.312393	CIS
SERBP1--LRRIQ3	0.304074	0.500436	CIS
GADD45A--PIGK	0.301449	0.458023	CIS
GADD45A--GNG12	0.303426	0.489960	CIS
GADD45A--WLS	0.303426	0.489960	CIS
GNG12--GNG12	0.303426	0.489960	CIS
GNG12--ZNF644	0.292689	0.316489	CIS
GNG12--NEGR1	0.301269	0.455115	CIS
GNG12--LRRC8C	0.294582	0.347065	CIS
GNG12--WLS	0.303426	0.489960	CIS
GNG12--RPE65	0.303426	0.489960	CIS
GNG12--FCGR1B	0.293871	0.335581	CIS
GNG12--PRKACB	0.298153	0.404768	CIS
GNG12--HFM1	0.292689	0.316489	CIS
GNG12--PTBP2	0.294866	0.351665	CIS
GNG12--LEPROT	0.301327	0.456058	CIS
GNG12--HHLA3	0.298695	0.413520	CIS
GNG12--DIRAS3	0.303426	0.489960	CIS
GNG12--ANKRD13C	0.298695	0.413520	CIS
GNG12--LPHN2	0.298628	0.412446	CIS
GNG12--LEPR	0.302795	0.479766	CIS
GNG12--LRRC40	0.298695	0.413520	CIS
GNG12--ST6GALNAC5	0.301449	0.458023	CIS
GNG12--ZNHIT6	0.300888	0.448953	CIS
GNG12--COL24A1	0.300888	0.448953	CIS
GNG12--LRRC7	0.298695	0.413520	CIS
GNG12--DBT	0.302640	0.477267	CIS
GNG12--TNNI3K	0.306601	0.541270	CIS
GNG12--ABCD3	0.292516	0.313698	CIS
GNG12--ST6GALNAC3	0.302224	0.470544	CIS
GNG12--DDX20	0.291649	0.299677	CIS
GNG12--GDAP2	0.294822	0.350955	CIS
GNG12--TMEM56-RWDD3	0.299452	0.425759	CIS
GNG12--RWDD3	0.299452	0.425759	CIS
GNG12--TBX15	0.288175	0.243554	CIS
GNG12--PTGER3	0.305792	0.528198	CIS
DIRAS3--DIRAS3	0.303426	0.489960	CIS
DIRAS3--NEGR1	0.301269	0.455115	CIS
DIRAS3--WLS	0.303426	0.489960	CIS
DIRAS3--IFI44L	0.298307	0.407258	CIS
DIRAS3--ANKRD13C	0.298695	0.413520	CIS
WLS--LRRC7	0.298695	0.413520	CIS
WLS--WLS	0.303426	0.489960	CIS
WLS--C1orf173	0.307690	0.558858	CIS
WLS--PTGER3	0.305792	0.528198	CIS
WLS--HS2ST1	0.297004	0.386209	CIS
WLS--RPE65	0.303426	0.489960	CIS
WLS--SRSF11	0.298695	0.413520	CIS
WLS--LRRC8D	0.294582	0.347065	CIS
WLS--ANKRD13C	0.298695	0.413520	CIS
WLS--FPGT-TNNI3K	0.306601	0.541270	CIS
WLS--TNNI3K	0.306601	0.541270	CIS
WLS--FAM73A	0.300250	0.438660	CIS
WLS--NEXN	0.300250	0.438660	CIS
WLS--VAV3	0.293788	0.334248	CIS
WLS--OLFM3	0.293614	0.331431	CIS
WLS--MSH4	0.302224	0.470544	CIS
WLS--NEGR1	0.301269	0.455115	CIS
WLS--ST6GALNAC3	0.302224	0.470544	CIS
WLS--PKN2	0.299866	0.432446	CIS
WLS--CLCA4	0.297004	0.386209	CIS
WLS--LRRC40	0.298695	0.413520	CIS
WLS--FAM46C	0.294822	0.350955	CIS
WLS--ST6GALNAC5	0.301449	0.458023	CIS
WLS--HFM1	0.292689	0.316489	CIS
WLS--FCGR1B	0.293871	0.335581	CIS
WLS--DEPDC1	0.303426	0.489960	CIS
WLS--MCOLN2	0.303182	0.486024	CIS
WLS--MCOLN3	0.303182	0.486024	CIS
WLS--SPAG17	0.294822	0.350955	CIS
WLS--LEPR	0.302795	0.479766	CIS
WLS--LRRIQ3	0.306601	0.541270	CIS
RPE65--LRRC7	0.298695	0.413520	CIS
RPE65--VAV3	0.293788	0.334248	CIS
RPE65--RPE65	0.303426	0.489960	CIS
RPE65--MCOLN2	0.303182	0.486024	CIS
RPE65--NEGR1	0.305792	0.528198	CIS
RPE65--ST6GALNAC3	0.302224	0.470544	CIS
RPE65--SPAG17	0.294822	0.350955	CIS
RPE65--DEPDC1	0.303426	0.489960	CIS
RPE65--FAM40A	0.293269	0.325855	CIS
RPE65--FPGT-TNNI3K	0.306601	0.541270	CIS
RPE65--TNNI3K	0.306601	0.541270	CIS
DEPDC1--ST6GALNAC3	0.302224	0.470544	CIS
DEPDC1--DEPDC1	0.303426	0.489960	CIS
DEPDC1--LPHN2	0.298628	0.412446	CIS
DEPDC1--AK5	0.301449	0.458023	CIS
DEPDC1--TNNI3K	0.307690	0.558858	CIS
LRRC7--LRRC7	0.294037	0.338272	CIS
LRRC7--DPYD	0.293569	0.330699	CIS
LRRC7--PTGER3	0.301024	0.451162	CIS
LRRC7--AK5	0.296749	0.382081	CIS
LRRC7--ANKRD13C	0.294037	0.338272	CIS
LRRC7--NEGR1	0.301024	0.451162	CIS
LRRC7--SLC25A24	0.289208	0.260235	CIS
LRRC7--CDC7	0.288126	0.242753	CIS
LRRC7--LRRC40	0.294037	0.338272	CIS
LRRC7--SRSF11	0.294037	0.338272	CIS
LRRC7--CRYZ	0.302892	0.481344	CIS
LRRC7--SLC44A5	0.302892	0.481344	CIS
LRRC7--MTF2	0.291151	0.291640	CIS
LRRC7--CTH	0.294037	0.338272	CIS
LRRC7--C1orf52	0.298455	0.409645	CIS
LRRC7--ST6GALNAC3	0.297512	0.394406	CIS
LRRC7--SYDE2	0.298455	0.409645	CIS
LRRC7--C1orf173	0.302892	0.481344	CIS
LRRC7--ST6GALNAC5	0.296749	0.382081	CIS
LRRC7--PTGFRN	0.283376	0.166013	CIS
LRRC7--FPGT-TNNI3K	0.301821	0.464030	CIS
LRRC7--TNNI3K	0.301821	0.464030	CIS
LRRC7--LRRIQ3	0.301821	0.464030	CIS
LRRC7--SPAG17	0.290225	0.276683	CIS
LRRC7--HFM1	0.288126	0.242753	CIS
LRRC7--PTPN22	0.284472	0.183715	CIS
LRRC7--FAM73A	0.295569	0.363020	CIS
LRRC7--ODF2L	0.296196	0.373152	CIS
LRRC7--LPAR3	0.298455	0.409645	CIS
LRRC7--WDR63	0.298455	0.409645	CIS
LRRC7--HS2ST1	0.292373	0.311387	CIS
LRRC7--ZRANB2	0.301024	0.451162	CIS
LRRC7--PHTF1	0.284472	0.183715	CIS
LRRC7--WARS2	0.283682	0.170955	CIS
LRRC7--COL24A1	0.296196	0.373152	CIS
LRRC7--USP33	0.295569	0.363020	CIS
LRRC7--PRKACB	0.293504	0.329656	CIS
LRRC7--LRRC8D	0.289988	0.272853	CIS
LRRC7--BRDT	0.284608	0.185923	CIS
LRRC7--HHLA3	0.294037	0.338272	CIS
LRRC7--CLCA2	0.296196	0.373152	CIS
LRRC7--ACADM	0.297512	0.394406	CIS
LRRC7--ZZZ3	0.295569	0.363020	CIS
LRRC7--DNASE2B	0.293504	0.329656	CIS
LRRC7--LEPR	0.298073	0.403485	CIS
LRRC7--PKN2	0.295190	0.356902	CIS
LRRC7--DENND2C	0.285274	0.196685	CIS
LRRC7--ELTD1	0.293656	0.332108	CIS
LRRC7--TYW3	0.302892	0.481344	CIS
LRRC7--RNPC3	0.291492	0.297150	CIS
LRRC7--AMY2B	0.291492	0.297150	CIS
LRRC7--PTGFR	0.295569	0.363020	CIS
LRRC40--BCAR3	0.287955	0.240006	CIS
LRRC40--NEGR1	0.301024	0.451162	CIS
LRRC40--LRRC40	0.294037	0.338272	CIS
LRRC40--CTH	0.294037	0.338272	CIS
LRRC40--SRSF11	0.294037	0.338272	CIS
LRRC40--ANKRD13C	0.294037	0.338272	CIS
LRRC40--ST6GALNAC3	0.296749	0.382081	CIS
LRRC40--DPYD	0.293569	0.330699	CIS
LRRC40--WDR47	0.293134	0.323684	CIS
LRRC40--MCOLN2	0.298455	0.409645	CIS
LRRC40--DDAH1	0.298455	0.409645	CIS
LRRC40--PTGER3	0.301024	0.451162	CIS
LRRC40--GIPC2	0.295569	0.363020	CIS
LRRC40--ZRANB2	0.301024	0.451162	CIS
LRRC40--FPGT-TNNI3K	0.301821	0.464030	CIS
LRRC40--TNNI3K	0.301821	0.464030	CIS
LRRC40--IFI44	0.293656	0.332108	CIS
LRRC40--PTGFR	0.295569	0.363020	CIS
LRRC40--SLC44A5	0.297512	0.394406	CIS
LRRC40--FCGR1B	0.289289	0.261548	CIS
LRRC40--HHLA3	0.294037	0.338272	CIS
LRRC40--GTF2B	0.295190	0.356902	CIS
LRRC40--MSH4	0.297512	0.394406	CIS
SRSF11--NEGR1	0.296572	0.379218	CIS
SRSF11--SLC44A5	0.297512	0.394406	CIS
SRSF11--FCGR1B	0.289289	0.261548	CIS
SRSF11--SRSF11	0.294037	0.338272	CIS
SRSF11--HHLA3	0.294037	0.338272	CIS
SRSF11--GTF2B	0.295190	0.356902	CIS
SRSF11--PTGER3	0.301024	0.451162	CIS
SRSF11--ANKRD13C	0.294037	0.338272	CIS
SRSF11--MSH4	0.297512	0.394406	CIS
SRSF11--AK5	0.296749	0.382081	CIS
SRSF11--ST6GALNAC3	0.297512	0.394406	CIS
SRSF11--TYW3	0.302892	0.481344	CIS
SRSF11--CTH	0.294037	0.338272	CIS
SRSF11--ALG14	0.294783	0.350320	CIS
ANKRD13C--ANKRD13C	0.294037	0.338272	CIS
ANKRD13C--CTH	0.294037	0.338272	CIS
ANKRD13C--HHLA3	0.294037	0.338272	CIS
ANKRD13C--PTGER3	0.301024	0.451162	CIS
ANKRD13C--ALG14	0.294783	0.350320	CIS
ANKRD13C--NEGR1	0.296572	0.379218	CIS
ANKRD13C--LPAR3	0.298455	0.409645	CIS
ANKRD13C--LRRC39	0.297921	0.401024	CIS
ANKRD13C--ST6GALNAC3	0.297512	0.394406	CIS
ANKRD13C--FPGT-TNNI3K	0.301821	0.464030	CIS
ANKRD13C--TNNI3K	0.301821	0.464030	CIS
ANKRD13C--SLC25A24	0.289208	0.260235	CIS
ANKRD13C--SLC44A5	0.302892	0.481344	CIS
ANKRD13C--SYDE2	0.298455	0.409645	CIS
ANKRD13C--PRKACB	0.293504	0.329656	CIS
ANKRD13C--LRRIQ3	0.301821	0.464030	CIS
ANKRD13C--TTLL7	0.293504	0.329656	CIS
ANKRD13C--LRRC8D	0.289988	0.272853	CIS
ANKRD13C--NTNG1	0.287875	0.238710	CIS
ANKRD13C--C1orf173	0.302892	0.481344	CIS
ANKRD13C--MAGI3	0.287796	0.237425	CIS
ANKRD13C--MSH4	0.297512	0.394406	CIS
HHLA3--SAMD13	0.293504	0.329656	CIS
HHLA3--PTGER3	0.301024	0.451162	CIS
HHLA3--HHLA3	0.294037	0.338272	CIS
HHLA3--SLC44A5	0.302892	0.481344	CIS
HHLA3--CTH	0.294037	0.338272	CIS
HHLA3--NEGR1	0.296572	0.379218	CIS
CTH--CTH	0.294037	0.338272	CIS
CTH--ST6GALNAC3	0.297512	0.394406	CIS
CTH--AK5	0.296749	0.382081	CIS
CTH--NOTCH2	0.289289	0.261548	CIS
CTH--CRYZ	0.302892	0.481344	CIS
CTH--TYW3	0.302892	0.481344	CIS
CTH--LRRIQ3	0.301821	0.464030	CIS
CTH--PTGER3	0.301024	0.451162	CIS
CTH--LPHN2	0.293972	0.337214	CIS
CTH--HFM1	0.288126	0.242753	CIS
CTH--PRKACB	0.293504	0.329656	CIS
CTH--DPYD	0.293569	0.330699	CIS
PTGER3--NEGR1	0.308177	0.566735	CIS
PTGER3--PTGER3	0.308177	0.566735	CIS
PTGER3--TNNI3K	0.308993	0.579908	CIS
PTGER3--FNBP1L	0.298070	0.403423	CIS
PTGER3--LEPR	0.305156	0.517925	CIS
PTGER3--VAV3	0.296080	0.371271	CIS
PTGER3--ST6GALNAC3	0.304581	0.508630	CIS
PTGER3--DPYD	0.297166	0.388824	CIS
PTGER3--ZNHIT6	0.303234	0.486871	CIS
PTGER3--COL11A1	0.299892	0.432872	CIS
PTGER3--SASS6	0.305000	0.515406	CIS
PTGER3--SLC44A5	0.310090	0.597634	CIS
PTGER3--ZRANB2	0.308177	0.566735	CIS
PTGER3--LRRIQ3	0.308993	0.579908	CIS
PTGER3--C1orf173	0.310090	0.597634	CIS
PTGER3--SEP15	0.299321	0.423638	CIS
PTGER3--SAMD13	0.300478	0.442341	CIS
PTGER3--NTNG1	0.296080	0.371271	CIS
PTGER3--KCNC4	0.295556	0.362813	CIS
PTGER3--SLC35A3	0.305000	0.515406	CIS
PTGER3--MSH4	0.304581	0.508630	CIS
PTGER3--DPH5	0.302304	0.471831	CIS
PTGER3--SLC30A7	0.302304	0.471831	CIS
PTGER3--CCBL2	0.302205	0.470235	CIS
PTGER3--COL24A1	0.303234	0.486871	CIS
PTGER3--HIAT1	0.305000	0.515406	CIS
PTGER3--KIAA1324	0.300100	0.436227	CIS
ZRANB2--NEGR1	0.303619	0.493081	CIS
ZRANB2--FPGT-TNNI3K	0.308993	0.579908	CIS
ZRANB2--TNNI3K	0.308993	0.579908	CIS
ZRANB2--SLC25A24	0.296080	0.371271	CIS
ZRANB2--ZRANB2	0.308177	0.566735	CIS
ZRANB2--PIGK	0.303800	0.496012	CIS
NEGR1--NEGR1	0.308177	0.566735	CIS
NEGR1--SLC44A5	0.310090	0.597634	CIS
NEGR1--FAM73A	0.302592	0.476498	CIS
NEGR1--AK5	0.303800	0.496012	CIS
NEGR1--FPGT-TNNI3K	0.308993	0.579908	CIS
NEGR1--TNNI3K	0.308993	0.579908	CIS
NEGR1--ABCA4	0.294798	0.350561	CIS
NEGR1--EVI5	0.298070	0.403423	CIS
NEGR1--GTF2B	0.302205	0.470235	CIS
NEGR1--TTLL7	0.300478	0.442341	CIS
NEGR1--BTBD8	0.291371	0.295194	CIS
NEGR1--HFM1	0.294972	0.353374	CIS
NEGR1--C1orf162	0.293923	0.336431	CIS
NEGR1--LRRIQ3	0.308993	0.579908	CIS
NEGR1--CTBS	0.305547	0.524232	CIS
NEGR1--DPYD	0.300544	0.443409	CIS
NEGR1--C1orf173	0.310090	0.597634	CIS
NEGR1--SSX2IP	0.305547	0.524232	CIS
NEGR1--GBP7	0.302205	0.470235	CIS
NEGR1--WNT2B	0.294634	0.347919	CIS
NEGR1--ODF2L	0.303234	0.486871	CIS
NEGR1--CRYZ	0.310090	0.597634	CIS
NEGR1--SLC44A3	0.301788	0.463496	CIS
NEGR1--ST6GALNAC3	0.304581	0.508630	CIS
NEGR1--CNN3	0.297324	0.391369	CIS
NEGR1--COL24A1	0.298749	0.414399	CIS
NEGR1--HIAT1	0.300489	0.442511	CIS
NEGR1--PKN2	0.297735	0.398009	CIS
NEGR1--MTF2	0.293661	0.332185	CIS
NEGR1--AMY2A	0.294005	0.337742	CIS
NEGR1--NTNG1	0.290356	0.278798	CIS
NEGR1--OLFM3	0.291527	0.297712	CIS
NEGR1--GDAP2	0.292727	0.317098	CIS
NEGR1--C1orf52	0.301027	0.451207	CIS
NEGR1--ZNF326	0.292488	0.313235	CIS
NEGR1--TMEM56	0.297324	0.391369	CIS
NEGR1--TMEM56-RWDD3	0.297324	0.391369	CIS
NEGR1--LEPR	0.300642	0.444993	CIS
NEGR1--ABCD3	0.290437	0.280105	CIS
NEGR1--ZNHIT6	0.298749	0.414399	CIS
NEGR1--ZZZ3	0.298116	0.404179	CIS
NEGR1--LRRC8D	0.292488	0.313235	CIS
NEGR1--COL11A1	0.295456	0.361198	CIS
NEGR1--USP33	0.298116	0.404179	CIS
NEGR1--HIPK1	0.286923	0.223328	CIS
NEGR1--PIGK	0.299306	0.423404	CIS
NEGR1--MSH4	0.300076	0.435836	CIS
NEGR1--ZNF644	0.290609	0.282876	CIS
NEGR1--EPHX4	0.287061	0.225556	CIS
NEGR1--REG4	0.291782	0.301833	CIS
NEGR1--GBP1	0.297735	0.398009	CIS
NEGR1--RABGGTB	0.300076	0.435836	CIS
NEGR1--TGFBR3	0.287061	0.225556	CIS
NEGR1--BCL10	0.301027	0.451207	CIS
NEGR1--SNX7	0.296226	0.373642	CIS
NEGR1--ST6GALNAC5	0.299306	0.423404	CIS
NEGR1--TBX15	0.286127	0.210459	CIS
NEGR1--MCOLN3	0.301027	0.451207	CIS
NEGR1--SAMD13	0.296034	0.370528	CIS
NEGR1--ZNF697	0.291782	0.301833	CIS
NEGR1--LPHN2	0.296505	0.378151	CIS
NEGR1--PTGFR	0.298116	0.404179	CIS
NEGR1--GBP5	0.297735	0.398009	CIS
NEGR1--FNBP1L	0.293661	0.332185	CIS
NEGR1--BCAR3	0.290437	0.280105	CIS
NEGR1--KCND3	0.289576	0.266183	CIS
NEGR1--FUBP1	0.298116	0.404179	CIS
NEGR1--AMY2B	0.294005	0.337742	CIS
NEGR1--BRDT	0.287061	0.225556	CIS
NEGR1--ELTD1	0.296187	0.373000	CIS
NEGR1--F3	0.290437	0.280105	CIS
NEGR1--CDC7	0.290609	0.282876	CIS
LRRIQ3--LRRIQ3	0.309810	0.593116	CIS
LRRIQ3--SLC44A5	0.310910	0.610889	CIS
LRRIQ3--FPGT-TNNI3K	0.309810	0.593116	CIS
LRRIQ3--TNNI3K	0.309810	0.593116	CIS
LRRIQ3--COL11A1	0.300686	0.445691	CIS
LRRIQ3--DPYD	0.297952	0.401527	CIS
LRRIQ3--ST6GALNAC3	0.305387	0.521650	CIS
LRRIQ3--ASB17	0.305387	0.521650	CIS
LRRIQ3--FAM40A	0.296338	0.375447	CIS
LRRIQ3--ZZZ3	0.303393	0.489433	CIS
LRRIQ3--TMEM56	0.302586	0.476396	CIS
LRRIQ3--TMEM56-RWDD3	0.302586	0.476396	CIS
LRRIQ3--SPAG17	0.297908	0.400810	CIS
LRRIQ3--C1orf173	0.310910	0.610889	CIS
LRRIQ3--CRYZ	0.310910	0.610889	CIS
LRRIQ3--TYW3	0.310910	0.610889	CIS
LRRIQ3--ZNF644	0.295752	0.365983	CIS
LRRIQ3--USP33	0.303393	0.489433	CIS
LRRIQ3--SSX2IP	0.306355	0.537293	CIS
LRRIQ3--DPH5	0.303103	0.484754	CIS
LRRIQ3--COL24A1	0.304037	0.499833	CIS
LRRIQ3--FUBP1	0.303393	0.489433	CIS
LRRIQ3--LEPR	0.305964	0.530969	CIS
LRRIQ3--LHX8	0.310910	0.610889	CIS
LRRIQ3--FAM73A	0.303393	0.489433	CIS
LRRIQ3--TGFBR3	0.292142	0.307649	CIS
LRRIQ3--AK5	0.304604	0.508998	CIS
LRRIQ3--MSH4	0.305387	0.521650	CIS
LRRIQ3--GIPC2	0.303393	0.489433	CIS
LRRIQ3--HFM1	0.295752	0.365983	CIS
LRRIQ3--SLC44A3	0.302586	0.476396	CIS
LRRIQ3--FCGR1B	0.296946	0.385275	CIS
LRRIQ3--FNBP1L	0.298858	0.416164	CIS
LRRIQ3--SEP15	0.300113	0.436433	CIS
LRRIQ3--GTF2B	0.303004	0.483153	CIS
LRRIQ3--RPF1	0.301273	0.455186	CIS
FPGT-TNNI3K--FPGT-TNNI3K	0.309810	0.593116	CIS
FPGT-TNNI3K--TNNI3K	0.309810	0.593116	CIS
FPGT-TNNI3K--PIGK	0.304604	0.508998	CIS
FPGT-TNNI3K--DPYD	0.301340	0.456257	CIS
FPGT-TNNI3K--SYDE2	0.306355	0.537293	CIS
FPGT-TNNI3K--LPPR4	0.301469	0.458355	CIS
FPGT-TNNI3K--MAGI3	0.292002	0.305381	CIS
