#Edge	Score	Prob	Cis/Trans	Collisions
FAM69A--AGL	0.29499696	0.35377724	CIS	NaN
FAM69A--IGSF3	0.28059453	0.12107249	CIS	NaN
FAM69A--TMED5	0.28829348	0.24546696	CIS	NaN
FAM69A--F3	0.29188957	0.30357008	CIS	NaN
FAM69A--TMEM56-RWDD3	0.29188957	0.30357008	CIS	NaN
FAM69A--KIAA1324	0.29025723	0.27719593	CIS	NaN
FAM69A--ABCD3	0.28512910	0.19433898	CIS	NaN
FAM69A--BCAR3	0.28512910	0.19433898	CIS	NaN
FAM69A--GCLM	0.28512910	0.19433898	CIS	NaN
FAM69A--TMEM56	0.29188957	0.30357008	CIS	NaN
FAM69A--ABCA4	0.28512910	0.19433898	CIS	NaN
FAM69A--ARHGAP29	0.28512910	0.19433898	CIS	NaN
MTF2--MTF2	0.28829348	0.24546696	CIS	NaN
MTF2--DR1	0.28829348	0.24546696	CIS	NaN
MTF2--CCDC18	0.28829348	0.24546696	CIS	NaN
MTF2--TMED5	0.28829348	0.24546696	CIS	NaN
MTF2--DPYD	0.29068716	0.28414232	CIS	NaN
MTF2--SYT6	0.28167935	0.13860030	CIS	NaN
MTF2--ABCA4	0.28512910	0.19433898	CIS	NaN
MTF2--SLC44A3	0.29188957	0.30357008	CIS	NaN
MTF2--ARHGAP29	0.28512910	0.19433898	CIS	NaN
MTF2--ABCD3	0.28512910	0.19433898	CIS	NaN
MTF2--OLFM3	0.28619890	0.21162413	CIS	NaN
TMED5--CCDC18	0.28829348	0.24546696	CIS	NaN
TMED5--DR1	0.28829348	0.24546696	CIS	NaN
TMED5--ABCD3	0.28512910	0.19433898	CIS	NaN
TMED5--TMED5	0.28829348	0.24546696	CIS	NaN
TMED5--FNBP1L	0.28829348	0.24546696	CIS	NaN
TMED5--DPYD	0.28741958	0.23134708	CIS	NaN
TMED5--BCAR3	0.28512910	0.19433898	CIS	NaN
CCDC18--CCDC18	0.28829348	0.24546696	CIS	NaN
CCDC18--DR1	0.28829348	0.24546696	CIS	NaN
CCDC18--BCAR3	0.28512910	0.19433898	CIS	NaN
CCDC18--FNBP1L	0.28829348	0.24546696	CIS	NaN
CCDC18--NHLH2	0.28431489	0.18118363	CIS	NaN
CCDC18--ARHGAP29	0.28512910	0.19433898	CIS	NaN
CCDC18--LPPR4	0.29081246	0.28616683	CIS	NaN
CCDC18--ABCD3	0.28512910	0.19433898	CIS	NaN
CCDC18--CDC14A	0.29499696	0.35377724	CIS	NaN
CCDC18--CD53	0.28805644	0.24163702	CIS	NaN
CCDC18--DPYD	0.28741958	0.23134708	CIS	NaN
CCDC18--GCLM	0.28512910	0.19433898	CIS	NaN
CCDC18--SIKE1	0.28247426	0.15144390	CIS	NaN
CCDC18--FCGR1B	0.28644931	0.21567002	CIS	NaN
CCDC18--WNT2B	0.28497095	0.19178374	CIS	NaN
CCDC18--COL11A1	0.29005636	0.27395025	CIS	NaN
DR1--F3	0.28512910	0.19433898	CIS	NaN
DR1--BCAR3	0.28512910	0.19433898	CIS	NaN
DR1--NTNG1	0.28504970	0.19305615	CIS	NaN
DR1--SYT6	0.28167935	0.13860030	CIS	NaN
FNBP1L--FNBP1L	0.28829348	0.24546696	CIS	NaN
FNBP1L--BCAR3	0.28512910	0.19433898	CIS	NaN
FNBP1L--ABCA4	0.28512910	0.19433898	CIS	NaN
FNBP1L--TRIM33	0.28247426	0.15144390	CIS	NaN
FNBP1L--KCND3	0.28428324	0.18067210	CIS	NaN
FNBP1L--AMY2A	0.28863114	0.25092263	CIS	NaN
FNBP1L--CNN3	0.29188957	0.30357008	CIS	NaN
FNBP1L--IGSF3	0.28059453	0.12107249	CIS	NaN
FNBP1L--SYT6	0.28167935	0.13860030	CIS	NaN
FNBP1L--ARHGAP29	0.28512910	0.19433898	CIS	NaN
FNBP1L--ALG14	0.29188957	0.30357008	CIS	NaN
FNBP1L--GCLM	0.28512910	0.19433898	CIS	NaN
FNBP1L--OVGP1	0.28805644	0.24163702	CIS	NaN
FNBP1L--DPYD	0.29068716	0.28414232	CIS	NaN
FNBP1L--ABCD3	0.28512910	0.19433898	CIS	NaN
FNBP1L--DBT	0.29499696	0.35377724	CIS	NaN
FNBP1L--VTCN1	0.28059453	0.12107249	CIS	NaN
FNBP1L--SLC44A3	0.29188957	0.30357008	CIS	NaN
FNBP1L--DENND2C	0.28247426	0.15144390	CIS	NaN
FNBP1L--SORT1	0.29025723	0.27719593	CIS	NaN
FNBP1L--PHTF1	0.28167935	0.13860030	CIS	NaN
FNBP1L--TMEM56	0.29188957	0.30357008	CIS	NaN
FNBP1L--TMEM56-RWDD3	0.29188957	0.30357008	CIS	NaN
FNBP1L--SLC16A1	0.28497095	0.19178374	CIS	NaN
FNBP1L--VAV3	0.28322560	0.16358349	CIS	NaN
FNBP1L--PALMD	0.29175900	0.30146042	CIS	NaN
FNBP1L--CAPZA1	0.28184304	0.14124501	CIS	NaN
FNBP1L--F3	0.28199945	0.14377220	CIS	NaN
BCAR3--BCAR3	0.28199945	0.14377220	CIS	NaN
BCAR3--CAPZA1	0.28184304	0.14124501	CIS	NaN
BCAR3--ABCA4	0.28199945	0.14377220	CIS	NaN
BCAR3--ARHGAP29	0.28199945	0.14377220	CIS	NaN
BCAR3--TMEM56	0.28868571	0.25180435	CIS	NaN
BCAR3--TMEM56-RWDD3	0.28868571	0.25180435	CIS	NaN
BCAR3--GCLM	0.28199945	0.14377220	CIS	NaN
BCAR3--ABCD3	0.28199945	0.14377220	CIS	NaN
BCAR3--MAGI3	0.28184304	0.14124501	CIS	NaN
BCAR3--PTBP2	0.28426479	0.18037409	CIS	NaN
BCAR3--DPYD	0.28426479	0.18037409	CIS	NaN
BCAR3--F3	0.28868571	0.25180435	CIS	NaN
BCAR3--FCGR1B	0.28330517	0.16486911	CIS	NaN
BCAR3--ALG14	0.28868571	0.25180435	CIS	NaN
BCAR3--DNTTIP2	0.28199945	0.14377220	CIS	NaN
BCAR3--ATP1A1	0.28119418	0.13076125	CIS	NaN
BCAR3--NTNG1	0.28192092	0.14250344	CIS	NaN
BCAR3--FAM102B	0.28707130	0.22571969	CIS	NaN
BCAR3--DENND2C	0.27937375	0.10134795	CIS	NaN
BCAR3--SASS6	0.29175900	0.30146042	CIS	NaN
DNTTIP2--GCLM	0.28199945	0.14377220	CIS	NaN
DNTTIP2--ARHGAP29	0.28199945	0.14377220	CIS	NaN
DNTTIP2--ABCA4	0.28199945	0.14377220	CIS	NaN
GCLM--GCLM	0.28199945	0.14377220	CIS	NaN
GCLM--ABCA4	0.28199945	0.14377220	CIS	NaN
GCLM--ABCD3	0.28199945	0.14377220	CIS	NaN
GCLM--DPYD	0.28749650	0.23258983	CIS	NaN
GCLM--ARHGAP29	0.28199945	0.14377220	CIS	NaN
GCLM--KCNA2	0.28489466	0.19055109	CIS	NaN
GCLM--SNX7	0.28762042	0.23459213	CIS	NaN
GCLM--TMEM56	0.28868571	0.25180435	CIS	NaN
GCLM--TMEM56-RWDD3	0.28868571	0.25180435	CIS	NaN
ABCA4--ABCA4	0.28199945	0.14377220	CIS	NaN
ABCA4--ARHGAP29	0.28199945	0.14377220	CIS	NaN
ABCA4--CNN3	0.28868571	0.25180435	CIS	NaN
ABCA4--NTNG1	0.28192092	0.14250344	CIS	NaN
ABCA4--GPR88	0.28917920	0.25977783	CIS	NaN
ABCA4--TAF13	0.28707130	0.22571969	CIS	NaN
ABCA4--PTBP2	0.28426479	0.18037409	CIS	NaN
ABCA4--SLC30A7	0.28917920	0.25977783	CIS	NaN
ABCA4--TMEM56	0.28868571	0.25180435	CIS	NaN
ABCA4--TMEM56-RWDD3	0.28868571	0.25180435	CIS	NaN
ABCA4--STXBP3	0.28707130	0.22571969	CIS	NaN
ABCA4--ALG14	0.28868571	0.25180435	CIS	NaN
ABCA4--F3	0.28868571	0.25180435	CIS	NaN
ABCA4--DPYD	0.28426479	0.18037409	CIS	NaN
ABCA4--DENND2C	0.27937375	0.10134795	CIS	NaN
ABCA4--MAB21L3	0.28119418	0.13076125	CIS	NaN
ABCA4--SLC44A3	0.28868571	0.25180435	CIS	NaN
ABCA4--ABCD3	0.28199945	0.14377220	CIS	NaN
ABCA4--TTF2	0.27751465	0.07130990	CIS	NaN
ABCA4--COL11A1	0.28687262	0.22250964	CIS	NaN
ABCA4--FRRS1	0.29175900	0.30146042	CIS	NaN
ABCA4--LPPR5	0.28762042	0.23459213	CIS	NaN
ABCA4--HIPK1	0.27858756	0.08864532	CIS	NaN
ABCA4--DPH5	0.28917920	0.25977783	CIS	NaN
ARHGAP29--ARHGAP29	0.28199945	0.14377220	CIS	NaN
ARHGAP29--SLC44A3	0.28868571	0.25180435	CIS	NaN
ARHGAP29--ALG14	0.28868571	0.25180435	CIS	NaN
ARHGAP29--ABCD3	0.28199945	0.14377220	CIS	NaN
ARHGAP29--FCGR1B	0.28330517	0.16486911	CIS	NaN
ARHGAP29--TMEM56	0.28868571	0.25180435	CIS	NaN
ARHGAP29--TMEM56-RWDD3	0.28868571	0.25180435	CIS	NaN
ARHGAP29--PTBP2	0.28426479	0.18037409	CIS	NaN
ARHGAP29--SYT6	0.27858756	0.08864532	CIS	NaN
ARHGAP29--VAV3	0.28322560	0.16358349	CIS	NaN
ARHGAP29--CELSR2	0.28707130	0.22571969	CIS	NaN
ARHGAP29--NBPF4	0.28322560	0.16358349	CIS	NaN
ARHGAP29--DPYD	0.28426479	0.18037409	CIS	NaN
ARHGAP29--CNN3	0.28868571	0.25180435	CIS	NaN
ARHGAP29--CDC14A	0.29175900	0.30146042	CIS	NaN
ABCD3--ABCD3	0.28199945	0.14377220	CIS	NaN
ABCD3--SLC44A3	0.28868571	0.25180435	CIS	NaN
ABCD3--KCND3	0.28116287	0.13025533	CIS	NaN
ABCD3--CNN3	0.28868571	0.25180435	CIS	NaN
ABCD3--F3	0.28868571	0.25180435	CIS	NaN
ABCD3--TMEM56	0.28868571	0.25180435	CIS	NaN
ABCD3--TMEM56-RWDD3	0.28868571	0.25180435	CIS	NaN
ABCD3--ALG14	0.28868571	0.25180435	CIS	NaN
ABCD3--RAP1A	0.28116287	0.13025533	CIS	NaN
ABCD3--WARS2	0.27781422	0.07615021	CIS	NaN
ABCD3--DPYD	0.28426479	0.18037409	CIS	NaN
ABCD3--TSHB	0.27937375	0.10134795	CIS	NaN
ABCD3--SORT1	0.28707130	0.22571969	CIS	NaN
ABCD3--FAM72B	0.28330517	0.16486911	CIS	NaN
ABCD3--FCGR1B	0.28330517	0.16486911	CIS	NaN
ABCD3--IGSF3	0.27751465	0.07130990	CIS	NaN
ABCD3--FRRS1	0.29175900	0.30146042	CIS	NaN
ABCD3--DPH5	0.28917920	0.25977783	CIS	NaN
F3--F3	0.28868571	0.25180435	CIS	NaN
F3--TMEM56-RWDD3	0.28868571	0.25180435	CIS	NaN
F3--CDC14A	0.29867667	0.41323139	CIS	NaN
SLC44A3--FRRS1	0.29867667	0.41323139	CIS	NaN
SLC44A3--DPYD	0.29431310	0.34272786	CIS	NaN
SLC44A3--NTNG1	0.28860533	0.25050551	CIS	NaN
SLC44A3--SLC44A3	0.29553051	0.36239796	CIS	NaN
SLC44A3--ALG14	0.29553051	0.36239796	CIS	NaN
SLC44A3--TMEM56	0.29553051	0.36239796	CIS	NaN
SLC44A3--TMEM56-RWDD3	0.29553051	0.36239796	CIS	NaN
SLC44A3--DBT	0.29867667	0.41323139	CIS	NaN
SLC44A3--SPAG17	0.29096145	0.28857420	CIS	NaN
SLC44A3--RWDD3	0.29553051	0.36239796	CIS	NaN
SLC44A3--CNN3	0.29553051	0.36239796	CIS	NaN
SLC44A3--CDC14A	0.29867667	0.41323139	CIS	NaN
SLC44A3--SNX7	0.29443996	0.34477763	CIS	NaN
SLC44A3--SLC30A7	0.29603570	0.37056050	CIS	NaN
SLC44A3--CHIA	0.29164957	0.29969237	CIS	NaN
CNN3--ALG14	0.29553051	0.36239796	CIS	NaN
CNN3--CNN3	0.29553051	0.36239796	CIS	NaN
CNN3--TMEM56-RWDD3	0.29553051	0.36239796	CIS	NaN
CNN3--DPYD	0.29431310	0.34272786	CIS	NaN
CNN3--TMEM56	0.29553051	0.36239796	CIS	NaN
CNN3--PTBP2	0.29100477	0.28927407	CIS	NaN
ALG14--TMEM56	0.29553051	0.36239796	CIS	NaN
ALG14--TMEM56-RWDD3	0.29553051	0.36239796	CIS	NaN
ALG14--ALG14	0.29553051	0.36239796	CIS	NaN
ALG14--OLFM3	0.28976886	0.26930511	CIS	NaN
ALG14--SYT6	0.28519293	0.19537040	CIS	NaN
ALG14--DPYD	0.29431310	0.34272786	CIS	NaN
ALG14--ST7L	0.28852559	0.24921723	CIS	NaN
ALG14--LRRC39	0.29867667	0.41323139	CIS	NaN
ALG14--PTBP2	0.29100477	0.28927407	CIS	NaN
ALG14--SASS6	0.29867667	0.41323139	CIS	NaN
ALG14--NTNG1	0.28860533	0.25050551	CIS	NaN
ALG14--RWDD3	0.29553051	0.36239796	CIS	NaN
ALG14--SLC35A3	0.29867667	0.41323139	CIS	NaN
TMEM56--TMEM56	0.29553051	0.36239796	CIS	NaN
TMEM56--TMEM56-RWDD3	0.29553051	0.36239796	CIS	NaN
TMEM56--LEPROT	0.29738121	0.39230030	CIS	NaN
TMEM56--NHLH2	0.28786135	0.23848490	CIS	NaN
TMEM56--PALMD	0.29867667	0.41323139	CIS	NaN
TMEM56--RWDD3	0.29553051	0.36239796	CIS	NaN
TMEM56--KCNA2	0.29164957	0.29969237	CIS	NaN
TMEM56--RAP1A	0.28782930	0.23796699	CIS	NaN
TMEM56--NTNG1	0.28860533	0.25050551	CIS	NaN
TMEM56--DPH5	0.29603570	0.37056050	CIS	NaN
TMEM56--PTBP2	0.29100477	0.28927407	CIS	NaN
TMEM56--DPYD	0.29100477	0.28927407	CIS	NaN
TMEM56--FAM40A	0.28942829	0.26380237	CIS	NaN
TMEM56--CDC14A	0.29867667	0.41323139	CIS	NaN
TMEM56--LPPR5	0.29443996	0.34477763	CIS	NaN
TMEM56--SLC35A3	0.29867667	0.41323139	CIS	NaN
TMEM56--SNX7	0.29443996	0.34477763	CIS	NaN
TMEM56-RWDD3--TMEM56-RWDD3	0.29553051	0.36239796	CIS	NaN
TMEM56-RWDD3--KCNA2	0.29164957	0.29969237	CIS	NaN
TMEM56-RWDD3--RAP1A	0.28782930	0.23796699	CIS	NaN
TMEM56-RWDD3--RWDD3	0.29553051	0.36239796	CIS	NaN
TMEM56-RWDD3--NTNG1	0.28860533	0.25050551	CIS	NaN
TMEM56-RWDD3--DPH5	0.29603570	0.37056050	CIS	NaN
TMEM56-RWDD3--PTBP2	0.29100477	0.28927407	CIS	NaN
TMEM56-RWDD3--DPYD	0.29100477	0.28927407	CIS	NaN
TMEM56-RWDD3--FAM40A	0.28942829	0.26380237	CIS	NaN
TMEM56-RWDD3--CDC14A	0.29867667	0.41323139	CIS	NaN
TMEM56-RWDD3--LPPR5	0.29443996	0.34477763	CIS	NaN
TMEM56-RWDD3--SLC35A3	0.29867667	0.41323139	CIS	NaN
TMEM56-RWDD3--SNX7	0.29443996	0.34477763	CIS	NaN
TMEM56-RWDD3--PALMD	0.29867667	0.41323139	CIS	NaN
TMEM56-RWDD3--AGL	0.29867667	0.41323139	CIS	NaN
TMEM56-RWDD3--TRIM33	0.28519293	0.19537040	CIS	NaN
RWDD3--DPYD	0.29431310	0.34272786	CIS	NaN
RWDD3--RWDD3	0.29553051	0.36239796	CIS	NaN
PTBP2--PTBP2	0.28654833	0.21727000	CIS	NaN
PTBP2--DPYD	0.28654833	0.21727000	CIS	NaN
PTBP2--ATP5F1	0.28342149	0.16674863	CIS	NaN
PTBP2--SPAG17	0.28650568	0.21658085	CIS	NaN
PTBP2--VAV3	0.28550079	0.20034453	CIS	NaN
PTBP2--AMY2A	0.28775622	0.23678621	CIS	NaN
PTBP2--NOTCH2	0.28558100	0.20164047	CIS	NaN
PTBP2--CSDE1	0.28161800	0.13760903	CIS	NaN
PTBP2--LPPR4	0.28993092	0.27192358	CIS	NaN
PTBP2--CDC14A	0.29410274	0.33932904	CIS	NaN
PTBP2--SYCP1	0.28161800	0.13760903	CIS	NaN
PTBP2--TRIM33	0.28161800	0.13760903	CIS	NaN
PTBP2--SNX7	0.28993092	0.27192358	CIS	NaN
PTBP2--S1PR1	0.29150222	0.29731161	CIS	NaN
DPYD--LPPR5	0.28993092	0.27192358	CIS	NaN
DPYD--DPYD	0.28654833	0.21727000	CIS	NaN
DPYD--CD53	0.28718326	0.22752875	CIS	NaN
DPYD--HIAT1	0.29410274	0.33932904	CIS	NaN
DPYD--OLFM3	0.28533135	0.19760684	CIS	NaN
DPYD--RAP1A	0.28342149	0.16674863	CIS	NaN
DPYD--NOTCH2	0.28558100	0.20164047	CIS	NaN
DPYD--COL11A1	0.28917711	0.25974403	CIS	NaN
DPYD--LEPR	0.29425307	0.34175801	CIS	NaN
DPYD--DBT	0.29410274	0.33932904	CIS	NaN
DPYD--TRIM33	0.28161800	0.13760903	CIS	NaN
DPYD--AGL	0.29410274	0.33932904	CIS	NaN
DPYD--MAN1A2	0.27974397	0.10732968	CIS	NaN
DPYD--VAV3	0.28550079	0.20034453	CIS	NaN
DPYD--VCAM1	0.29150222	0.29731161	CIS	NaN
DPYD--FRRS1	0.29410274	0.33932904	CIS	NaN
DPYD--NTNG1	0.28418563	0.17909514	CIS	NaN
DPYD--SLC30A7	0.29150222	0.29731161	CIS	NaN
DPYD--SNX7	0.28993092	0.27192358	CIS	NaN
DPYD--LRIF1	0.28718326	0.22752875	CIS	NaN
DPYD--CDC14A	0.29410274	0.33932904	CIS	NaN
DPYD--KIAA1324	0.28937738	0.26297987	CIS	NaN
DPYD--PTPN22	0.28082550	0.12480436	CIS	NaN
DPYD--CCDC76	0.29410274	0.33932904	CIS	NaN
DPYD--LRRC39	0.29410274	0.33932904	CIS	NaN
DPYD--AMY1A	0.28775622	0.23678621	CIS	NaN
DPYD--ST7L	0.28410712	0.17782659	CIS	NaN
DPYD--SLC22A15	0.28345306	0.16725861	CIS	NaN
DPYD--SPAG17	0.28650568	0.21658085	CIS	NaN
DPYD--CD101	0.27974397	0.10732968	CIS	NaN
DPYD--WNT2B	0.28410712	0.17782659	CIS	NaN
DPYD--FCGR1B	0.28558100	0.20164047	CIS	NaN
DPYD--SORT1	0.28937738	0.26297987	CIS	NaN
DPYD--SIKE1	0.28161800	0.13760903	CIS	NaN
DPYD--SYT6	0.28401811	0.17638835	CIS	NaN
DPYD--NRAS	0.28481962	0.18933860	CIS	NaN
DPYD--CSDE1	0.28481962	0.18933860	CIS	NaN
DPYD--SASS6	0.29744629	0.39335189	CIS	NaN
DPYD--WDR77	0.29044815	0.28028058	CIS	NaN
DPYD--VANGL1	0.28667553	0.21932525	CIS	NaN
DPYD--CHI3L2	0.29044815	0.28028058	CIS	NaN
DPYD--SLC35A3	0.29744629	0.39335189	CIS	NaN
DPYD--S1PR1	0.29481621	0.35085677	CIS	NaN
DPYD--EXTL2	0.29481621	0.35085677	CIS	NaN
DPYD--SLC16A1	0.28733704	0.23001337	CIS	NaN
DPYD--CD58	0.28292428	0.15871501	CIS	NaN
DPYD--PTGFRN	0.28292428	0.15871501	CIS	NaN
DPYD--DPH5	0.29481621	0.35085677	CIS	NaN
DPYD--NBPF6	0.28874655	0.25278731	CIS	NaN
DPYD--PALMD	0.29744629	0.39335189	CIS	NaN
DPYD--TBX15	0.28322969	0.16364967	CIS	NaN
DPYD--FAM40A	0.28823601	0.24453842	CIS	NaN
DPYD--DENND2C	0.28481962	0.18933860	CIS	NaN
SNX7--SNX7	0.29335344	0.32722232	CIS	NaN
SNX7--LPPR5	0.29335344	0.32722232	CIS	NaN
SNX7--DBT	0.29757451	0.39542348	CIS	NaN
SNX7--CDC14A	0.29757451	0.39542348	CIS	NaN
SNX7--GNAI3	0.28836026	0.24654587	CIS	NaN
SNX7--RNPC3	0.29115307	0.29167017	CIS	NaN
SNX7--AMY2B	0.29115307	0.29167017	CIS	NaN
SNX7--SLC22A15	0.28679911	0.22132183	CIS	NaN
SNX7--PALMD	0.29757451	0.39542348	CIS	NaN
SNX7--HIAT1	0.29757451	0.39542348	CIS	NaN
SNX7--SASS6	0.29757451	0.39542348	CIS	NaN
SNX7--LEPR	0.29628383	0.37456963	CIS	NaN
SNX7--SLC6A17	0.28836026	0.24654587	CIS	NaN
SNX7--SLC35A3	0.29757451	0.39542348	CIS	NaN
SNX7--LPPR4	0.29335344	0.32722232	CIS	NaN
SNX7--COL11A1	0.29259073	0.31489900	CIS	NaN
SNX7--NTNG1	0.28754033	0.23329808	CIS	NaN
SNX7--S1PR1	0.29494329	0.35291005	CIS	NaN
LPPR5--LPPR5	0.29335344	0.32722232	CIS	NaN
LPPR5--CDC14A	0.29757451	0.39542348	CIS	NaN
LPPR5--MAGI3	0.28414053	0.17836642	CIS	NaN
LPPR5--NHLH2	0.28679911	0.22132183	CIS	NaN
LPPR5--HIAT1	0.29757451	0.39542348	CIS	NaN
LPPR5--FRRS1	0.29757451	0.39542348	CIS	NaN
LPPR5--VCAM1	0.29494329	0.35291005	CIS	NaN
LPPR5--STXBP3	0.29279337	0.31817304	CIS	NaN
LPPR5--AMY2A	0.29115307	0.29167017	CIS	NaN
LPPR5--RTCD1	0.29757451	0.39542348	CIS	NaN
LPPR5--DPH5	0.29494329	0.35291005	CIS	NaN
LPPR5--CCDC76	0.29757451	0.39542348	CIS	NaN
LPPR5--LRRC39	0.29757451	0.39542348	CIS	NaN
LPPR5--PALMD	0.29757451	0.39542348	CIS	NaN
LPPR5--SLC30A7	0.29494329	0.35291005	CIS	NaN
LPPR5--SLC35A3	0.29757451	0.39542348	CIS	NaN
LPPR5--MAN1A2	0.28304623	0.16068546	CIS	NaN
LPPR5--SASS6	0.29757451	0.39542348	CIS	NaN
LPPR5--COL11A1	0.29259073	0.31489900	CIS	NaN
LPPR5--FAM46C	0.28988777	0.27122629	CIS	NaN
LPPR5--SLC6A17	0.28836026	0.24654587	CIS	NaN
LPPR5--ADAM30	0.28895217	0.25610955	CIS	NaN
LPPR5--OLFM3	0.28869957	0.25202830	CIS	NaN
LPPR5--LPPR4	0.29335344	0.32722232	CIS	NaN
LPPR5--DBT	0.29757451	0.39542348	CIS	NaN
LPPR5--NTNG1	0.28754033	0.23329808	CIS	NaN
LPPR5--NOTCH2	0.28895217	0.25610955	CIS	NaN
LPPR4--DBT	0.29757451	0.39542348	CIS	NaN
LPPR4--LPPR4	0.29335344	0.32722232	CIS	NaN
LPPR4--NOTCH2	0.28895217	0.25610955	CIS	NaN
LPPR4--RTCD1	0.29757451	0.39542348	CIS	NaN
LPPR4--CLCC1	0.29279337	0.31817304	CIS	NaN
LPPR4--CD101	0.28304623	0.16068546	CIS	NaN
LPPR4--AGL	0.29757451	0.39542348	CIS	NaN
LPPR4--SLC35A3	0.29757451	0.39542348	CIS	NaN
LPPR4--PALMD	0.29757451	0.39542348	CIS	NaN
LPPR4--SLC25A24	0.28887101	0.25479831	CIS	NaN
LPPR4--CDC14A	0.29757451	0.39542348	CIS	NaN
LPPR4--FRRS1	0.29757451	0.39542348	CIS	NaN
LPPR4--VAV3	0.28887101	0.25479831	CIS	NaN
LPPR4--SLC22A15	0.28679911	0.22132183	CIS	NaN
PALMD--DBT	0.30185631	0.46460598	CIS	NaN
PALMD--FRRS1	0.30185631	0.46460598	CIS	NaN
PALMD--SLC35A3	0.30185631	0.46460598	CIS	NaN
PALMD--PALMD	0.30185631	0.46460598	CIS	NaN
PALMD--AGL	0.30185631	0.46460598	CIS	NaN
PALMD--HIAT1	0.30185631	0.46460598	CIS	NaN
PALMD--SASS6	0.30185631	0.46460598	CIS	NaN
PALMD--NTNG1	0.29167776	0.30014776	CIS	NaN
PALMD--TBX15	0.28742893	0.23149814	CIS	NaN
PALMD--OLFM3	0.29285368	0.31914749	CIS	NaN
PALMD--CDC14A	0.30185631	0.46460598	CIS	NaN
PALMD--GPSM2	0.29700638	0.38624398	CIS	NaN
PALMD--DPH5	0.29918724	0.42148082	CIS	NaN
PALMD--KCND3	0.29089347	0.28747575	CIS	NaN
PALMD--LRRC39	0.30185631	0.46460598	CIS	NaN
PALMD--AMY2B	0.29534247	0.35935977	CIS	NaN
PALMD--MAGI3	0.28822904	0.24442569	CIS	NaN
FRRS1--FRRS1	0.30185631	0.46460598	CIS	NaN
FRRS1--AGL	0.30185631	0.46460598	CIS	NaN
FRRS1--CDC14A	0.30185631	0.46460598	CIS	NaN
FRRS1--HIAT1	0.30185631	0.46460598	CIS	NaN
FRRS1--CCDC76	0.30185631	0.46460598	CIS	NaN
FRRS1--CASQ2	0.29092586	0.28799918	CIS	NaN
FRRS1--DBT	0.30185631	0.46460598	CIS	NaN
FRRS1--KCND3	0.29089347	0.28747575	CIS	NaN
FRRS1--SASS6	0.30185631	0.46460598	CIS	NaN
FRRS1--SLC35A3	0.30185631	0.46460598	CIS	NaN
FRRS1--NTNG1	0.29167776	0.30014776	CIS	NaN
FRRS1--VAV3	0.29302758	0.32195735	CIS	NaN
FRRS1--DPH5	0.29918724	0.42148082	CIS	NaN
FRRS1--COL11A1	0.29680083	0.38292284	CIS	NaN
FRRS1--MAN1A2	0.28711899	0.22649031	CIS	NaN
FRRS1--LRRC39	0.30185631	0.46460598	CIS	NaN
FRRS1--NOTCH2	0.29310991	0.32328746	CIS	NaN
AGL--LRIG2	0.29159717	0.29884577	CIS	NaN
AGL--AMY2A	0.29534247	0.35935977	CIS	NaN
AGL--AGL	0.30185631	0.46460598	CIS	NaN
AGL--CDC14A	0.30185631	0.46460598	CIS	NaN
AGL--SLC35A3	0.30185631	0.46460598	CIS	NaN
AGL--SASS6	0.30185631	0.46460598	CIS	NaN
AGL--DBT	0.30185631	0.46460598	CIS	NaN
AGL--VAV3	0.29302758	0.32195735	CIS	NaN
AGL--SLC30A7	0.29918724	0.42148082	CIS	NaN
AGL--CCDC76	0.30185631	0.46460598	CIS	NaN
AGL--LRRC39	0.30185631	0.46460598	CIS	NaN
AGL--DENND2C	0.28904243	0.25756793	CIS	NaN
AGL--CD58	0.28711899	0.22649031	CIS	NaN
AGL--HIAT1	0.30185631	0.46460598	CIS	NaN
AGL--CELSR2	0.29700638	0.38624398	CIS	NaN
AGL--KCNA2	0.29475441	0.34985825	CIS	NaN
AGL--NOTCH2	0.29310991	0.32328746	CIS	NaN
AGL--SYT6	0.28822904	0.24442569	CIS	NaN
SLC35A3--SLC35A3	0.30185631	0.46460598	CIS	NaN
SLC35A3--SASS6	0.30185631	0.46460598	CIS	NaN
SLC35A3--AHCYL1	0.29250948	0.31358617	CIS	NaN
SLC35A3--CCDC76	0.30185631	0.46460598	CIS	NaN
SLC35A3--HIAT1	0.30185631	0.46460598	CIS	NaN
SLC35A3--CDC14A	0.30185631	0.46460598	CIS	NaN
SLC35A3--DBT	0.30185631	0.46460598	CIS	NaN
SLC35A3--LRRC39	0.30185631	0.46460598	CIS	NaN
SLC35A3--SYPL2	0.29250948	0.31358617	CIS	NaN
SLC35A3--RTCD1	0.30185631	0.46460598	CIS	NaN
SLC35A3--VCAM1	0.29918724	0.42148082	CIS	NaN
HIAT1--DBT	0.30185631	0.46460598	CIS	NaN
HIAT1--OLFM3	0.29285368	0.31914749	CIS	NaN
HIAT1--CDC14A	0.30185631	0.46460598	CIS	NaN
HIAT1--HIAT1	0.30185631	0.46460598	CIS	NaN
HIAT1--VAV3	0.29302758	0.32195735	CIS	NaN
HIAT1--LRRC39	0.30185631	0.46460598	CIS	NaN
HIAT1--CCDC76	0.30185631	0.46460598	CIS	NaN
HIAT1--NOTCH2	0.29310991	0.32328746	CIS	NaN
HIAT1--SASS6	0.30185631	0.46460598	CIS	NaN
